Inclusion data :
Temperature of total homogenization : 184 C
Pressure of total homogenization    : 10.3197 bar
Salinity                            : 8.81309 wt.% NaCl eq.
Density                             : 0.950479 g/ccm

Isochore data :
T [C]	P[bar]
184	10.3197
185	28.7399
186	45.6876
187	62.2443
188	78.6084
189	94.8607
190	111.045
191	127.187
192	143.307
193	159.416
194	175.525
195	191.641
196	207.77
197	223.916
198	240.083
199	256.272
200	272.486
201	288.725
202	304.99
203	321.282
204	337.599
205	353.943
206	370.313
207	386.708
208	403.127
209	419.569
210	436.035
211	452.523
212	469.032
213	485.562
214	502.112
215	518.682
216	535.27
217	551.877
218	568.502
219	585.145
220	601.804
221	618.48
222	635.172
223	651.881
224	668.605
225	685.345
226	702.1
227	718.87
228	735.656
229	752.456
230	769.271
231	786.1
232	802.944
233	819.802
234	836.675
235	853.561
236	870.461
237	887.376
238	904.304
239	921.246
240	938.201
241	955.17
242	972.153
243	989.149
244	1006.16
245	1023.18
246	1040.22
247	1057.26
248	1074.32
249	1091.4
250	1108.49
251	1125.58
252	1142.7
253	1159.82
254	1176.96
255	1194.11
256	1211.27
257	1228.44
258	1245.63
259	1262.82
260	1280.03
261	1297.25
262	1314.48
263	1331.73
264	1348.98
265	1366.25
266	1383.52
267	1400.81
268	1418.11
269	1435.42
270	1452.74
271	1470.07
272	1487.41
273	1504.77
274	1522.13
275	1539.5
276	1556.88
277	1574.28
278	1591.68
279	1609.09
280	1626.51
281	1643.94
282	1661.38
283	1678.83
284	1696.29
285	1713.76
286	1731.24
287	1748.73
288	1766.22
289	1783.73
290	1801.24
291	1818.76
292	1836.29
293	1853.82
294	1871.37
295	1888.92
296	1906.48
297	1924.05
298	1941.63
299	1959.21
300	1976.81
301	1994.4
302	2012.01
303	2029.62
304	2047.24
305	2064.87
306	2082.5
307	2100.14
308	2117.79
309	2135.44
310	2153.1
311	2170.77
312	2188.44
313	2206.12
314	2223.8
315	2241.49
316	2259.18
317	2276.88
318	2294.59
319	2312.3
320	2330.01
321	2347.73
322	2365.46
323	2383.19
324	2400.92
325	2418.66
326	2436.41
327	2454.15
328	2471.91
329	2489.66
330	2507.42
331	2525.19
332	2542.95
333	2560.72
334	2578.5
335	2596.28
336	2614.06
337	2631.84
338	2649.63
339	2667.42
340	2685.22
341	2703.01
342	2720.81
343	2738.61
344	2756.42
345	2774.22
346	2792.03
347	2809.84
348	2827.65
349	2845.46
350	2863.28
351	2881.1
352	2898.92
353	2916.74
354	2934.56
355	2952.38
356	2970.2
357	2988.03
358	3005.85
359	3023.68
360	3041.51
361	3059.33
362	3077.16
363	3094.99
364	3112.82
365	3130.65
366	3148.47
367	3166.3
368	3184.13
369	3201.96
370	3219.79
371	3237.61
372	3255.44
373	3273.27
374	3291.09
375	3308.91
376	3326.74
377	3344.56
378	3362.38
379	3380.2
380	3398.02
381	3415.83
382	3433.65
383	3451.46
384	3469.27
385	3487.08
386	3504.89
387	3522.7
388	3540.5
389	3558.3
390	3576.1
391	3593.9
392	3611.69
393	3629.49
394	3647.27
395	3665.06
396	3682.84
397	3700.62
398	3718.4
399	3736.18
400	3753.95
401	3771.72
402	3789.48
403	3807.24
404	3825
405	3842.75
406	3860.5
407	3878.25
408	3895.99
409	3913.73
410	3931.46
411	3949.2
412	3966.92
413	3984.64
414	4002.36
415	4020.07
416	4037.78
417	4055.49
418	4073.19
419	4090.88
420	4108.57
421	4126.26
422	4143.94
423	4161.61
424	4179.28
425	4196.95
426	4214.61
427	4232.26
428	4249.91
429	4267.55
430	4285.19
431	4302.83
432	4320.45
433	4338.07
434	4355.69
435	4373.3
436	4390.9
437	4408.5
438	4426.09
439	4443.68
440	4461.26
441	4478.83
442	4496.4
443	4513.96
444	4531.51
445	4549.06
446	4566.6
447	4584.13
448	4601.66
449	4619.18
450	4636.7
451	4654.2
452	4671.7
453	4689.2
454	4706.68
455	4724.16
456	4741.64
457	4759.1
458	4776.56
459	4794.01
460	4811.45
461	4828.89
462	4846.32
463	4863.74
464	4881.15
465	4898.56
466	4915.96
467	4933.35
468	4950.73
469	4968.11
470	4985.47
