Inclusion data :
Temperature of total homogenization : 229.1 C
Pressure of total homogenization    : 25.3855 bar
Salinity                            : 12.1634 wt.% NaCl eq.
Density                             : 0.931312 g/ccm

Isochore data :
T [C]	P[bar]
229.1	25.3855
230.1	42.1307
231.1	58.1954
232.1	73.9442
233.1	89.5071
234.1	104.948
235.1	120.306
236.1	135.603
237.1	150.856
238.1	166.078
239.1	181.276
240.1	196.456
241.1	211.624
242.1	226.784
243.1	241.938
244.1	257.09
245.1	272.239
246.1	287.389
247.1	302.54
248.1	317.694
249.1	332.85
250.1	348.01
251.1	363.175
252.1	378.345
253.1	393.519
254.1	408.7
255.1	423.886
256.1	439.079
257.1	454.278
258.1	469.485
259.1	484.698
260.1	499.919
261.1	515.147
262.1	530.383
263.1	545.627
264.1	560.88
265.1	576.14
266.1	591.409
267.1	606.687
268.1	621.973
269.1	637.268
270.1	652.573
271.1	667.886
272.1	683.209
273.1	698.541
274.1	713.882
275.1	729.233
276.1	744.593
277.1	759.963
278.1	775.343
279.1	790.732
280.1	806.131
281.1	821.54
282.1	836.959
283.1	852.388
284.1	867.827
285.1	883.275
286.1	898.734
287.1	914.203
288.1	929.682
289.1	945.171
290.1	960.67
291.1	976.179
292.1	991.698
293.1	1007.23
294.1	1022.77
295.1	1038.32
296.1	1053.87
297.1	1069.44
298.1	1085.02
299.1	1100.61
300.1	1116.21
301.1	1131.82
302.1	1147.44
303.1	1163.07
304.1	1178.71
305.1	1194.36
306.1	1210.02
307.1	1225.69
308.1	1241.37
309.1	1257.06
310.1	1272.76
311.1	1288.47
312.1	1304.19
313.1	1319.92
314.1	1335.65
315.1	1351.4
316.1	1367.16
317.1	1382.93
318.1	1398.7
319.1	1414.49
320.1	1430.28
321.1	1446.09
322.1	1461.9
323.1	1477.73
324.1	1493.56
325.1	1509.4
326.1	1525.25
327.1	1541.11
328.1	1556.98
329.1	1572.86
330.1	1588.75
331.1	1604.65
332.1	1620.55
333.1	1636.47
334.1	1652.39
335.1	1668.32
336.1	1684.26
337.1	1700.21
338.1	1716.17
339.1	1732.13
340.1	1748.11
341.1	1764.09
342.1	1780.08
343.1	1796.08
344.1	1812.09
345.1	1828.11
346.1	1844.13
347.1	1860.16
348.1	1876.2
349.1	1892.25
350.1	1908.31
351.1	1924.37
352.1	1940.44
353.1	1956.52
354.1	1972.6
355.1	1988.7
356.1	2004.8
357.1	2020.91
358.1	2037.02
359.1	2053.14
360.1	2069.27
361.1	2085.41
362.1	2101.55
363.1	2117.7
364.1	2133.86
365.1	2150.02
366.1	2166.2
367.1	2182.37
368.1	2198.56
369.1	2214.75
370.1	2230.94
371.1	2247.15
372.1	2263.35
373.1	2279.57
374.1	2295.79
375.1	2312.02
