Inclusion data :
Temperature of total homogenization : 236 C
Pressure of total homogenization    : 29.127 bar
Salinity                            : 10.7326 wt.% NaCl eq.
Density                             : 0.911674 g/ccm

Isochore data :
T [C]	P[bar]
236	29.127
237	45.0305
238	60.5005
239	75.7462
240	90.8536
241	105.868
242	120.816
243	135.717
244	150.583
245	165.423
246	180.244
247	195.052
248	209.85
249	224.641
250	239.43
251	254.216
252	269.003
253	283.792
254	298.583
255	313.378
256	328.177
257	342.981
258	357.79
259	372.605
260	387.426
261	402.254
262	417.088
263	431.929
264	446.778
265	461.633
266	476.497
267	491.367
268	506.246
269	521.133
270	536.027
271	550.929
272	565.84
273	580.759
274	595.686
275	610.622
276	625.566
277	640.519
278	655.48
279	670.45
280	685.429
281	700.416
282	715.413
283	730.418
284	745.432
285	760.454
286	775.486
287	790.527
288	805.576
289	820.635
290	835.702
291	850.779
292	865.864
293	880.958
294	896.062
295	911.174
296	926.295
297	941.426
298	956.565
299	971.713
300	986.87
301	1002.04
302	1017.21
303	1032.39
304	1047.59
305	1062.79
306	1078
307	1093.21
308	1108.44
309	1123.68
310	1138.92
311	1154.18
312	1169.44
313	1184.71
314	1199.99
315	1215.27
316	1230.57
317	1245.87
318	1261.18
319	1276.5
320	1291.83
321	1307.17
322	1322.52
323	1337.87
324	1353.23
325	1368.6
326	1383.98
327	1399.36
328	1414.75
329	1430.15
330	1445.56
331	1460.98
332	1476.4
333	1491.83
334	1507.27
335	1522.72
336	1538.17
337	1553.63
338	1569.1
339	1584.58
340	1600.06
341	1615.55
342	1631.05
343	1646.55
344	1662.06
345	1677.58
346	1693.1
347	1708.63
348	1724.17
349	1739.71
350	1755.27
351	1770.82
352	1786.39
353	1801.96
354	1817.53
355	1833.12
356	1848.7
357	1864.3
358	1879.9
359	1895.51
360	1911.12
361	1926.74
362	1942.36
363	1957.99
364	1973.63
365	1989.27
366	2004.92
367	2020.57
368	2036.22
369	2051.89
370	2067.55
371	2083.23
372	2098.91
373	2114.59
374	2130.28
375	2145.97
376	2161.66
377	2177.37
378	2193.07
379	2208.78
380	2224.5
381	2240.22
382	2255.94
383	2271.67
384	2287.4
385	2303.14
386	2318.88
387	2334.62
388	2350.37
389	2366.12
390	2381.87
391	2397.63
392	2413.4
393	2429.16
394	2444.93
395	2460.7
396	2476.48
397	2492.26
398	2508.04
399	2523.82
400	2539.61
401	2555.4
402	2571.19
403	2586.99
404	2602.79
405	2618.59
406	2634.39
407	2650.19
408	2666
409	2681.81
410	2697.62
411	2713.44
412	2729.25
413	2745.07
414	2760.89
415	2776.71
416	2792.53
417	2808.36
418	2824.18
419	2840.01
420	2855.84
421	2871.67
422	2887.5
423	2903.33
424	2919.17
425	2935
426	2950.83
427	2966.67
428	2982.51
429	2998.34
430	3014.18
431	3030.02
432	3045.86
433	3061.7
434	3077.54
435	3093.37
436	3109.21
437	3125.05
438	3140.89
439	3156.73
440	3172.57
441	3188.41
442	3204.25
443	3220.09
444	3235.92
445	3251.76
446	3267.6
447	3283.43
448	3299.27
449	3315.1
450	3330.94
451	3346.77
452	3362.6
453	3378.43
454	3394.26
455	3410.09
456	3425.91
457	3441.74
458	3457.56
459	3473.38
460	3489.2
461	3505.02
462	3520.84
463	3536.65
464	3552.47
465	3568.28
466	3584.09
467	3599.89
468	3615.7
469	3631.5
470	3647.3
471	3663.1
472	3678.9
473	3694.69
474	3710.48
475	3726.27
476	3742.05
477	3757.84
478	3773.62
479	3789.39
480	3805.17
481	3820.94
482	3836.71
483	3852.47
484	3868.23
485	3883.99
486	3899.75
487	3915.5
488	3931.25
489	3946.99
490	3962.73
491	3978.47
492	3994.21
493	4009.94
494	4025.66
495	4041.39
496	4057.11
497	4072.82
498	4088.53
499	4104.24
500	4119.94
501	4135.64
502	4151.34
503	4167.03
504	4182.72
505	4198.4
506	4214.08
507	4229.75
508	4245.42
509	4261.08
510	4276.74
511	4292.4
512	4308.05
513	4323.69
514	4339.33
515	4354.97
516	4370.6
517	4386.22
518	4401.85
519	4417.46
520	4433.07
521	4448.68
522	4464.28
523	4479.87
524	4495.46
525	4511.05
526	4526.63
527	4542.2
528	4557.77
529	4573.33
530	4588.89
531	4604.44
532	4619.99
533	4635.53
534	4651.06
535	4666.59
536	4682.11
537	4697.63
538	4713.14
539	4728.65
540	4744.15
541	4759.64
542	4775.13
543	4790.61
544	4806.08
545	4821.55
546	4837.01
547	4852.47
548	4867.92
549	4883.36
550	4898.8
551	4914.23
552	4929.66
553	4945.08
554	4960.49
555	4975.89
556	4991.29
