Inclusion data :
Temperature of total homogenization : 325 C
Pressure of total homogenization    : 113.886 bar
Salinity                            : 9.98278 wt.% NaCl eq.
Density                             : 0.783849 g/ccm

Isochore data :
T [C]	P[bar]
325	113.886
326	124.229
327	134.565
328	144.898
329	155.23
330	165.561
331	175.893
332	186.228
333	196.565
334	206.906
335	217.251
336	227.601
337	237.956
338	248.316
339	258.682
340	269.054
341	279.432
342	289.817
343	300.208
344	310.606
345	321.011
346	331.423
347	341.842
348	352.267
349	362.7
350	373.141
351	383.588
352	394.042
353	404.504
354	414.973
355	425.449
356	435.933
357	446.423
358	456.921
359	467.426
360	477.939
361	488.458
362	498.985
363	509.518
364	520.059
365	530.607
366	541.162
367	551.723
368	562.292
369	572.867
370	583.45
371	594.039
372	604.635
373	615.237
374	625.847
375	636.463
376	647.085
377	657.714
378	668.35
379	678.992
380	689.64
381	700.295
382	710.956
383	721.623
384	732.297
385	742.977
386	753.662
387	764.354
388	775.052
389	785.756
390	796.466
391	807.181
392	817.903
393	828.63
394	839.363
395	850.102
396	860.846
397	871.596
398	882.351
399	893.112
400	903.878
401	914.65
402	925.427
403	936.209
404	946.997
405	957.79
406	968.588
407	979.391
408	990.199
409	1001.01
410	1011.83
411	1022.65
412	1033.48
413	1044.31
414	1055.15
415	1065.99
416	1076.84
417	1087.69
418	1098.55
419	1109.41
420	1120.27
421	1131.14
422	1142.02
423	1152.9
424	1163.78
425	1174.67
426	1185.56
427	1196.45
428	1207.35
429	1218.26
430	1229.16
431	1240.08
432	1250.99
433	1261.91
434	1272.84
435	1283.76
436	1294.69
437	1305.63
438	1316.57
439	1327.51
440	1338.46
441	1349.41
442	1360.36
443	1371.32
444	1382.28
445	1393.24
446	1404.21
447	1415.18
448	1426.15
449	1437.13
450	1448.11
451	1459.1
452	1470.08
453	1481.07
454	1492.07
455	1503.06
456	1514.06
457	1525.06
458	1536.07
459	1547.07
460	1558.09
461	1569.1
462	1580.11
463	1591.13
464	1602.15
465	1613.18
466	1624.21
467	1635.24
468	1646.27
469	1657.3
470	1668.34
471	1679.38
472	1690.42
473	1701.46
474	1712.51
475	1723.56
476	1734.61
477	1745.66
478	1756.71
479	1767.77
480	1778.83
481	1789.89
482	1800.95
483	1812.02
484	1823.09
485	1834.16
486	1845.23
487	1856.3
488	1867.37
489	1878.45
490	1889.53
491	1900.61
492	1911.69
493	1922.77
494	1933.85
495	1944.94
496	1956.03
497	1967.11
498	1978.2
499	1989.29
500	2000.39
501	2011.48
502	2022.58
503	2033.67
504	2044.77
505	2055.87
506	2066.97
507	2078.07
508	2089.17
509	2100.27
510	2111.38
511	2122.48
512	2133.59
513	2144.69
514	2155.8
515	2166.91
516	2178.02
517	2189.13
518	2200.24
519	2211.35
520	2222.46
521	2233.57
522	2244.69
523	2255.8
524	2266.91
525	2278.03
526	2289.14
527	2300.26
528	2311.37
529	2322.49
530	2333.6
531	2344.72
532	2355.84
533	2366.95
534	2378.07
535	2389.19
536	2400.31
537	2411.42
538	2422.54
539	2433.66
540	2444.77
541	2455.89
542	2467.01
543	2478.13
544	2489.24
545	2500.36
546	2511.48
547	2522.59
548	2533.71
549	2544.82
550	2555.94
551	2567.05
552	2578.17
553	2589.28
554	2600.4
555	2611.51
556	2622.62
557	2633.73
558	2644.84
559	2655.96
560	2667.07
561	2678.17
562	2689.28
563	2700.39
564	2711.5
565	2722.61
566	2733.71
567	2744.82
568	2755.92
569	2767.02
570	2778.12
571	2789.23
572	2800.33
573	2811.43
574	2822.52
575	2833.62
576	2844.72
577	2855.81
578	2866.9
579	2878
580	2889.09
581	2900.18
582	2911.27
583	2922.35
584	2933.44
585	2944.52
586	2955.61
587	2966.69
588	2977.77
589	2988.85
590	2999.93
591	3011
592	3022.08
593	3033.15
594	3044.22
595	3055.29
596	3066.36
597	3077.42
598	3088.49
599	3099.55
600	3110.61
601	3121.67
602	3132.73
603	3143.79
604	3154.84
605	3165.89
606	3176.94
607	3187.99
608	3199.04
609	3210.08
610	3221.12
611	3232.16
612	3243.2
613	3254.24
614	3265.27
615	3276.3
616	3287.33
617	3298.36
618	3309.39
619	3320.41
620	3331.43
621	3342.45
622	3353.47
623	3364.48
624	3375.49
625	3386.5
626	3397.51
627	3408.52
628	3419.52
629	3430.52
630	3441.52
631	3452.51
632	3463.51
633	3474.5
634	3485.48
635	3496.47
636	3507.45
637	3518.43
638	3529.41
639	3540.39
640	3551.36
641	3562.33
642	3573.29
643	3584.26
644	3595.22
645	3606.18
646	3617.14
647	3628.09
648	3639.04
649	3649.99
650	3660.93
651	3671.87
652	3682.81
653	3693.75
654	3704.68
655	3715.61
656	3726.54
657	3737.47
658	3748.39
659	3759.31
660	3770.22
661	3781.13
662	3792.04
663	3802.95
664	3813.85
665	3824.75
666	3835.65
667	3846.54
668	3857.44
669	3868.32
670	3879.21
671	3890.09
672	3900.97
673	3911.84
674	3922.71
675	3933.58
676	3944.45
677	3955.31
678	3966.17
679	3977.02
680	3987.87
681	3998.72
682	4009.57
683	4020.41
684	4031.25
685	4042.08
686	4052.91
687	4063.74
688	4074.57
