Inclusion data :
Temperature of total homogenization : 281.2 C
Pressure of total homogenization    : 62.526 bar
Salinity                            : 8.00224 wt.% NaCl eq.
Density                             : 0.830253 g/ccm

Isochore data :
T [C]	P[bar]
281.2	62.526
282.2	75.1837
283.2	87.7919
284.2	100.365
285.2	112.914
286.2	125.445
287.2	137.964
288.2	150.473
289.2	162.976
290.2	175.475
291.2	187.972
292.2	200.469
293.2	212.966
294.2	225.466
295.2	237.967
296.2	250.472
297.2	262.982
298.2	275.495
299.2	288.014
300.2	300.537
301.2	313.067
302.2	325.602
303.2	338.144
304.2	350.691
305.2	363.245
306.2	375.806
307.2	388.373
308.2	400.948
309.2	413.529
310.2	426.117
311.2	438.711
312.2	451.313
313.2	463.922
314.2	476.538
315.2	489.161
316.2	501.792
317.2	514.429
318.2	527.073
319.2	539.724
320.2	552.382
321.2	565.048
322.2	577.72
323.2	590.399
324.2	603.085
325.2	615.778
326.2	628.478
327.2	641.184
328.2	653.898
329.2	666.618
330.2	679.345
331.2	692.078
332.2	704.818
333.2	717.565
334.2	730.318
335.2	743.077
336.2	755.843
337.2	768.616
338.2	781.395
339.2	794.18
340.2	806.971
341.2	819.768
342.2	832.572
343.2	845.382
344.2	858.198
345.2	871.019
346.2	883.847
347.2	896.68
348.2	909.52
349.2	922.365
350.2	935.216
351.2	948.072
352.2	960.934
353.2	973.802
354.2	986.675
355.2	999.554
356.2	1012.44
357.2	1025.33
358.2	1038.22
359.2	1051.12
360.2	1064.03
361.2	1076.94
362.2	1089.85
363.2	1102.77
364.2	1115.7
365.2	1128.63
366.2	1141.56
367.2	1154.5
368.2	1167.45
369.2	1180.4
370.2	1193.35
371.2	1206.31
372.2	1219.27
373.2	1232.24
374.2	1245.21
375.2	1258.19
376.2	1271.17
377.2	1284.15
378.2	1297.14
379.2	1310.13
380.2	1323.13
381.2	1336.13
382.2	1349.14
383.2	1362.15
384.2	1375.16
385.2	1388.17
386.2	1401.19
387.2	1414.22
388.2	1427.25
389.2	1440.28
390.2	1453.31
391.2	1466.35
392.2	1479.39
393.2	1492.44
394.2	1505.48
395.2	1518.54
396.2	1531.59
397.2	1544.65
398.2	1557.71
399.2	1570.77
400.2	1583.84
401.2	1596.91
402.2	1609.98
403.2	1623.06
404.2	1636.13
405.2	1649.21
406.2	1662.3
407.2	1675.38
408.2	1688.47
409.2	1701.56
410.2	1714.66
411.2	1727.75
412.2	1740.85
413.2	1753.95
414.2	1767.05
415.2	1780.16
416.2	1793.26
417.2	1806.37
418.2	1819.48
419.2	1832.6
420.2	1845.71
421.2	1858.83
422.2	1871.95
423.2	1885.07
424.2	1898.19
425.2	1911.31
426.2	1924.43
427.2	1937.56
428.2	1950.69
429.2	1963.82
430.2	1976.95
431.2	1990.08
432.2	2003.21
433.2	2016.35
434.2	2029.48
435.2	2042.62
436.2	2055.76
437.2	2068.89
438.2	2082.03
439.2	2095.17
440.2	2108.31
441.2	2121.45
442.2	2134.6
443.2	2147.74
444.2	2160.88
445.2	2174.03
446.2	2187.17
447.2	2200.32
448.2	2213.47
449.2	2226.61
450.2	2239.76
451.2	2252.91
452.2	2266.05
453.2	2279.2
454.2	2292.35
455.2	2305.5
456.2	2318.64
457.2	2331.79
458.2	2344.94
459.2	2358.09
460.2	2371.23
461.2	2384.38
462.2	2397.53
463.2	2410.67
464.2	2423.82
465.2	2436.96
466.2	2450.11
467.2	2463.25
468.2	2476.4
469.2	2489.54
470.2	2502.69
471.2	2515.83
472.2	2528.97
473.2	2542.11
474.2	2555.25
475.2	2568.39
476.2	2581.53
477.2	2594.67
478.2	2607.8
479.2	2620.94
480.2	2634.07
481.2	2647.2
482.2	2660.34
483.2	2673.47
484.2	2686.6
485.2	2699.72
486.2	2712.85
487.2	2725.98
488.2	2739.1
489.2	2752.22
490.2	2765.34
491.2	2778.46
492.2	2791.58
493.2	2804.69
494.2	2817.81
495.2	2830.92
496.2	2844.03
497.2	2857.14
498.2	2870.25
499.2	2883.35
500.2	2896.46
501.2	2909.56
502.2	2922.66
503.2	2935.75
504.2	2948.85
505.2	2961.94
506.2	2975.03
507.2	2988.12
508.2	3001.2
509.2	3014.29
510.2	3027.37
511.2	3040.45
512.2	3053.52
513.2	3066.6
514.2	3079.67
515.2	3092.74
516.2	3105.81
517.2	3118.87
518.2	3131.93
519.2	3144.99
520.2	3158.04
521.2	3171.1
522.2	3184.15
523.2	3197.19
524.2	3210.24
525.2	3223.28
526.2	3236.32
527.2	3249.35
528.2	3262.39
529.2	3275.41
530.2	3288.44
531.2	3301.46
532.2	3314.48
533.2	3327.5
