Inclusion data :
Temperature of total homogenization : 225.8 C
Pressure of total homogenization    : 24.8061 bar
Salinity                            : 6.88103 wt.% NaCl eq.
Density                             : 0.891132 g/ccm

Isochore data :
T [C]	P[bar]
225.8	24.8061
226.8	40.4739
227.8	55.8475
228.8	71.0762
229.8	86.2182
230.8	101.303
231.8	116.35
232.8	131.368
233.8	146.368
234.8	161.354
235.8	176.332
236.8	191.305
237.8	206.276
238.8	221.246
239.8	236.219
240.8	251.195
241.8	266.177
242.8	281.164
243.8	296.158
244.8	311.16
245.8	326.17
246.8	341.189
247.8	356.216
248.8	371.253
249.8	386.3
250.8	401.356
251.8	416.423
252.8	431.499
253.8	446.585
254.8	461.68
255.8	476.786
256.8	491.902
257.8	507.027
258.8	522.162
259.8	537.306
260.8	552.461
261.8	567.624
262.8	582.797
263.8	597.98
264.8	613.171
265.8	628.372
266.8	643.582
267.8	658.801
268.8	674.028
269.8	689.265
270.8	704.51
271.8	719.764
272.8	735.027
273.8	750.298
274.8	765.577
275.8	780.865
276.8	796.162
277.8	811.466
278.8	826.779
279.8	842.1
280.8	857.429
281.8	872.766
282.8	888.111
283.8	903.463
284.8	918.823
285.8	934.191
286.8	949.567
287.8	964.95
288.8	980.341
289.8	995.739
290.8	1011.14
291.8	1026.56
292.8	1041.98
293.8	1057.4
294.8	1072.84
295.8	1088.28
296.8	1103.73
297.8	1119.18
298.8	1134.64
299.8	1150.11
300.8	1165.58
301.8	1181.06
302.8	1196.55
303.8	1212.04
304.8	1227.54
305.8	1243.05
306.8	1258.56
307.8	1274.08
308.8	1289.6
309.8	1305.13
310.8	1320.67
311.8	1336.21
312.8	1351.75
313.8	1367.31
314.8	1382.86
315.8	1398.43
316.8	1413.99
317.8	1429.57
318.8	1445.15
319.8	1460.73
320.8	1476.32
321.8	1491.91
322.8	1507.51
323.8	1523.11
324.8	1538.72
325.8	1554.33
326.8	1569.95
327.8	1585.57
328.8	1601.19
329.8	1616.82
330.8	1632.45
331.8	1648.09
332.8	1663.73
333.8	1679.37
334.8	1695.02
335.8	1710.67
336.8	1726.33
337.8	1741.99
338.8	1757.65
339.8	1773.32
340.8	1788.99
341.8	1804.66
342.8	1820.34
343.8	1836.01
344.8	1851.7
345.8	1867.38
346.8	1883.07
347.8	1898.76
348.8	1914.45
349.8	1930.15
350.8	1945.84
351.8	1961.54
352.8	1977.25
353.8	1992.95
354.8	2008.66
355.8	2024.37
356.8	2040.08
357.8	2055.79
358.8	2071.5
359.8	2087.22
360.8	2102.94
361.8	2118.66
362.8	2134.38
363.8	2150.1
364.8	2165.82
365.8	2181.55
366.8	2197.27
367.8	2213
368.8	2228.73
369.8	2244.46
370.8	2260.19
371.8	2275.92
372.8	2291.65
373.8	2307.38
374.8	2323.11
375.8	2338.84
376.8	2354.58
377.8	2370.31
378.8	2386.04
379.8	2401.78
380.8	2417.51
381.8	2433.25
382.8	2448.98
383.8	2464.71
384.8	2480.45
385.8	2496.18
386.8	2511.91
387.8	2527.65
388.8	2543.38
389.8	2559.11
390.8	2574.84
391.8	2590.57
392.8	2606.3
393.8	2622.03
394.8	2637.76
395.8	2653.48
396.8	2669.21
397.8	2684.93
398.8	2700.65
399.8	2716.37
400.8	2732.09
401.8	2747.81
402.8	2763.53
403.8	2779.25
404.8	2794.96
405.8	2810.67
406.8	2826.38
407.8	2842.09
408.8	2857.8
409.8	2873.5
410.8	2889.2
411.8	2904.9
412.8	2920.6
413.8	2936.3
414.8	2951.99
415.8	2967.68
416.8	2983.37
417.8	2999.06
418.8	3014.74
419.8	3030.42
420.8	3046.1
421.8	3061.78
422.8	3077.45
423.8	3093.12
424.8	3108.79
425.8	3124.45
426.8	3140.11
427.8	3155.77
428.8	3171.42
429.8	3187.07
430.8	3202.72
431.8	3218.36
432.8	3234.01
433.8	3249.64
434.8	3265.28
435.8	3280.91
436.8	3296.53
437.8	3312.16
438.8	3327.77
439.8	3343.39
440.8	3359
441.8	3374.61
442.8	3390.21
443.8	3405.81
444.8	3421.4
445.8	3436.99
446.8	3452.58
447.8	3468.16
448.8	3483.74
449.8	3499.31
450.8	3514.88
451.8	3530.45
452.8	3546.01
453.8	3561.56
454.8	3577.11
455.8	3592.66
456.8	3608.2
457.8	3623.74
458.8	3639.27
459.8	3654.8
460.8	3670.32
461.8	3685.83
462.8	3701.35
463.8	3716.85
464.8	3732.35
465.8	3747.85
466.8	3763.34
467.8	3778.83
468.8	3794.31
