Inclusion data :
Temperature of total homogenization : 250 C
Pressure of total homogenization    : 38.146 bar
Salinity                            : 7.16571 wt.% NaCl eq.
Density                             : 0.86435 g/ccm

Isochore data :
T [C]	P[bar]
250	38.146
251	52.5063
252	66.7286
253	80.8679
254	94.9528
255	109
256	123.02
257	137.021
258	151.009
259	164.986
260	178.958
261	192.925
262	206.891
263	220.857
264	234.824
265	248.794
266	262.766
267	276.744
268	290.726
269	304.713
270	318.707
271	332.707
272	346.713
273	360.726
274	374.747
275	388.775
276	402.81
277	416.853
278	430.904
279	444.962
280	459.028
281	473.102
282	487.184
283	501.273
284	515.371
285	529.476
286	543.589
287	557.709
288	571.838
289	585.974
290	600.117
291	614.268
292	628.427
293	642.594
294	656.767
295	670.949
296	685.137
297	699.333
298	713.536
299	727.747
300	741.965
301	756.189
302	770.421
303	784.66
304	798.906
305	813.159
306	827.419
307	841.685
308	855.959
309	870.238
310	884.525
311	898.818
312	913.118
313	927.424
314	941.737
315	956.056
316	970.381
317	984.712
318	999.05
319	1013.39
320	1027.74
321	1042.1
322	1056.46
323	1070.83
324	1085.2
325	1099.58
326	1113.96
327	1128.35
328	1142.75
329	1157.15
330	1171.56
331	1185.97
332	1200.39
333	1214.81
334	1229.23
335	1243.67
336	1258.1
337	1272.55
338	1286.99
339	1301.44
340	1315.9
341	1330.36
342	1344.83
343	1359.3
344	1373.77
345	1388.25
346	1402.73
347	1417.22
348	1431.71
349	1446.21
350	1460.71
351	1475.21
352	1489.72
353	1504.23
354	1518.75
355	1533.27
356	1547.79
357	1562.31
358	1576.84
359	1591.38
360	1605.91
361	1620.45
362	1634.99
363	1649.54
364	1664.09
365	1678.64
366	1693.19
367	1707.75
368	1722.31
369	1736.88
370	1751.44
371	1766.01
372	1780.58
373	1795.15
374	1809.73
375	1824.31
376	1838.89
377	1853.47
378	1868.05
379	1882.64
380	1897.23
381	1911.82
382	1926.41
383	1941.01
384	1955.6
385	1970.2
386	1984.8
387	1999.4
388	2014
389	2028.6
390	2043.21
391	2057.81
392	2072.42
393	2087.03
394	2101.64
395	2116.25
396	2130.86
397	2145.47
398	2160.08
399	2174.7
400	2189.31
401	2203.93
402	2218.54
403	2233.16
404	2247.77
405	2262.39
406	2277.01
407	2291.62
408	2306.24
409	2320.86
410	2335.47
411	2350.09
412	2364.71
413	2379.32
414	2393.94
415	2408.56
416	2423.17
417	2437.79
418	2452.4
419	2467.02
420	2481.63
421	2496.24
422	2510.86
423	2525.47
424	2540.08
425	2554.69
426	2569.3
427	2583.9
428	2598.51
429	2613.12
430	2627.72
431	2642.32
432	2656.93
433	2671.53
434	2686.12
435	2700.72
436	2715.32
437	2729.91
438	2744.5
439	2759.1
440	2773.68
441	2788.27
442	2802.86
443	2817.44
444	2832.02
445	2846.6
446	2861.18
447	2875.75
448	2890.33
449	2904.9
450	2919.46
451	2934.03
452	2948.59
453	2963.15
454	2977.71
455	2992.27
456	3006.82
457	3021.37
458	3035.92
459	3050.47
460	3065.01
461	3079.55
462	3094.08
463	3108.62
464	3123.15
465	3137.67
466	3152.2
467	3166.72
468	3181.24
469	3195.75
470	3210.26
471	3224.77
472	3239.27
473	3253.77
474	3268.27
475	3282.76
476	3297.25
477	3311.74
478	3326.22
479	3340.7
480	3355.18
481	3369.65
482	3384.11
483	3398.58
484	3413.04
485	3427.49
486	3441.94
487	3456.39
488	3470.83
489	3485.27
490	3499.71
491	3514.14
492	3528.56
493	3542.99
494	3557.4
495	3571.82
496	3586.22
497	3600.63
498	3615.03
499	3629.42
500	3643.81
501	3658.2
502	3672.58
503	3686.95
504	3701.33
505	3715.69
506	3730.05
507	3744.41
508	3758.76
509	3773.11
510	3787.45
511	3801.79
512	3816.12
513	3830.45
514	3844.77
515	3859.08
516	3873.39
517	3887.7
518	3902
519	3916.3
520	3930.59
521	3944.87
522	3959.15
523	3973.42
524	3987.69
525	4001.95
526	4016.21
527	4030.46
528	4044.71
529	4058.95
530	4073.18
531	4087.41
532	4101.64
533	4115.85
534	4130.07
535	4144.27
536	4158.47
537	4172.67
538	4186.85
539	4201.04
540	4215.21
541	4229.38
542	4243.55
543	4257.71
544	4271.86
545	4286.01
546	4300.15
547	4314.28
548	4328.41
549	4342.53
550	4356.65
551	4370.76
552	4384.86
553	4398.96
554	4413.05
555	4427.13
556	4441.21
557	4455.28
558	4469.35
559	4483.41
560	4497.46
561	4511.5
562	4525.54
563	4539.58
564	4553.6
565	4567.62
566	4581.64
567	4595.64
568	4609.64
569	4623.64
570	4637.63
571	4651.61
572	4665.58
573	4679.55
574	4693.51
575	4707.46
576	4721.41
577	4735.35
578	4749.28
579	4763.21
580	4777.13
581	4791.04
582	4804.94
583	4818.84
584	4832.73
585	4846.62
586	4860.5
587	4874.37
588	4888.23
589	4902.09
590	4915.94
591	4929.78
592	4943.62
593	4957.45
594	4971.27
595	4985.09
596	4998.89
