Inclusion data :
Temperature of total homogenization : 250 C
Pressure of total homogenization    : 37.9063 bar
Salinity                            : 8.13915 wt.% NaCl eq.
Density                             : 0.87287 g/ccm

Isochore data :
T [C]	P[bar]
250	37.9063
251	52.4316
252	66.7873
253	81.0413
254	95.2281
255	109.368
256	123.474
257	137.556
258	151.619
259	165.67
260	179.711
261	193.746
262	207.777
263	221.807
264	235.836
265	249.867
266	263.9
267	277.937
268	291.978
269	306.024
270	320.075
271	334.131
272	348.194
273	362.264
274	376.34
275	390.424
276	404.514
277	418.612
278	432.717
279	446.83
280	460.95
281	475.078
282	489.214
283	503.358
284	517.509
285	531.667
286	545.834
287	560.008
288	574.19
289	588.38
290	602.578
291	616.783
292	630.996
293	645.217
294	659.445
295	673.681
296	687.924
297	702.175
298	716.434
299	730.7
300	744.974
301	759.255
302	773.543
303	787.839
304	802.142
305	816.452
306	830.77
307	845.095
308	859.427
309	873.766
310	888.112
311	902.466
312	916.826
313	931.193
314	945.567
315	959.948
316	974.336
317	988.73
318	1003.13
319	1017.54
320	1031.95
321	1046.37
322	1060.8
323	1075.24
324	1089.68
325	1104.12
326	1118.57
327	1133.03
328	1147.5
329	1161.97
330	1176.45
331	1190.93
332	1205.42
333	1219.91
334	1234.41
335	1248.92
336	1263.43
337	1277.95
338	1292.47
339	1307
340	1321.53
341	1336.07
342	1350.62
343	1365.16
344	1379.72
345	1394.28
346	1408.84
347	1423.41
348	1437.99
349	1452.57
350	1467.15
351	1481.74
352	1496.33
353	1510.93
354	1525.53
355	1540.14
356	1554.75
357	1569.37
358	1583.99
359	1598.61
360	1613.24
361	1627.87
362	1642.51
363	1657.15
364	1671.79
365	1686.44
366	1701.09
367	1715.75
368	1730.41
369	1745.07
370	1759.73
371	1774.4
372	1789.07
373	1803.75
374	1818.43
375	1833.11
376	1847.8
377	1862.48
378	1877.17
379	1891.87
380	1906.56
381	1921.26
382	1935.96
383	1950.67
384	1965.38
385	1980.08
386	1994.8
387	2009.51
388	2024.23
389	2038.94
390	2053.66
391	2068.39
392	2083.11
393	2097.84
394	2112.57
395	2127.3
396	2142.03
397	2156.76
398	2171.5
399	2186.23
400	2200.97
401	2215.71
402	2230.45
403	2245.19
404	2259.93
405	2274.68
406	2289.42
407	2304.17
408	2318.92
409	2333.66
410	2348.41
411	2363.16
412	2377.91
413	2392.66
414	2407.41
415	2422.16
416	2436.92
417	2451.67
418	2466.42
419	2481.17
420	2495.93
421	2510.68
422	2525.43
423	2540.18
424	2554.94
425	2569.69
426	2584.44
427	2599.19
428	2613.95
429	2628.7
430	2643.45
431	2658.2
432	2672.95
433	2687.7
434	2702.44
435	2717.19
436	2731.94
437	2746.68
438	2761.43
439	2776.17
440	2790.92
441	2805.66
442	2820.4
443	2835.14
444	2849.87
445	2864.61
446	2879.34
447	2894.08
448	2908.81
449	2923.54
450	2938.27
451	2952.99
452	2967.72
453	2982.44
454	2997.16
455	3011.88
456	3026.6
457	3041.31
458	3056.03
459	3070.74
460	3085.45
461	3100.15
462	3114.86
463	3129.56
464	3144.26
465	3158.95
466	3173.65
467	3188.34
468	3203.03
469	3217.71
470	3232.39
471	3247.08
472	3261.75
473	3276.43
474	3291.1
475	3305.77
476	3320.43
477	3335.1
478	3349.75
479	3364.41
480	3379.06
481	3393.71
482	3408.36
483	3423
484	3437.64
485	3452.28
486	3466.91
487	3481.54
488	3496.16
489	3510.78
490	3525.4
491	3540.01
492	3554.62
493	3569.23
494	3583.83
495	3598.43
496	3613.02
497	3627.61
498	3642.2
499	3656.78
500	3671.36
501	3685.93
502	3700.5
503	3715.06
504	3729.62
505	3744.18
506	3758.73
507	3773.28
508	3787.82
509	3802.36
510	3816.89
511	3831.42
512	3845.94
513	3860.46
514	3874.98
515	3889.49
516	3903.99
517	3918.49
518	3932.99
519	3947.48
520	3961.96
521	3976.44
522	3990.92
523	4005.39
524	4019.85
525	4034.31
526	4048.76
527	4063.21
528	4077.66
529	4092.1
530	4106.53
531	4120.96
532	4135.38
533	4149.8
534	4164.21
535	4178.61
536	4193.01
537	4207.41
538	4221.8
539	4236.18
540	4250.56
541	4264.93
542	4279.3
543	4293.66
544	4308.02
545	4322.37
546	4336.71
547	4351.05
548	4365.38
549	4379.7
550	4394.02
551	4408.34
552	4422.65
553	4436.95
554	4451.24
555	4465.53
556	4479.82
557	4494.09
558	4508.36
559	4522.63
560	4536.89
561	4551.14
562	4565.39
563	4579.63
564	4593.86
565	4608.09
566	4622.31
567	4636.52
568	4650.73
569	4664.93
570	4679.13
571	4693.32
572	4707.5
573	4721.67
574	4735.84
575	4750.01
576	4764.16
577	4778.31
578	4792.45
579	4806.59
580	4820.72
581	4834.84
582	4848.96
583	4863.07
584	4877.17
585	4891.26
586	4905.35
587	4919.43
588	4933.51
589	4947.58
590	4961.64
591	4975.69
592	4989.74
