Inclusion data :
Temperature of total homogenization : 224 C
Pressure of total homogenization    : 23.5 bar
Salinity                            : 9.72758 wt.% NaCl eq.
Density                             : 0.916672 g/ccm

Isochore data :
T [C]	P[bar]
224	23.5
225	39.9112
226	55.7833
227	71.4057
228	86.8812
229	102.261
230	117.575
231	132.842
232	148.076
233	163.287
234	178.481
235	193.664
236	208.841
237	224.015
238	239.189
239	254.364
240	269.543
241	284.727
242	299.917
243	315.113
244	330.317
245	345.529
246	360.749
247	375.977
248	391.214
249	406.461
250	421.716
251	436.98
252	452.254
253	467.537
254	482.829
255	498.13
256	513.441
257	528.762
258	544.091
259	559.43
260	574.779
261	590.137
262	605.504
263	620.881
264	636.268
265	651.663
266	667.069
267	682.484
268	697.908
269	713.342
270	728.786
271	744.239
272	759.702
273	775.174
274	790.655
275	806.147
276	821.647
277	837.157
278	852.677
279	868.206
280	883.745
281	899.293
282	914.85
283	930.417
284	945.993
285	961.579
286	977.173
287	992.777
288	1008.39
289	1024.01
290	1039.64
291	1055.28
292	1070.93
293	1086.59
294	1102.26
295	1117.94
296	1133.62
297	1149.32
298	1165.02
299	1180.73
300	1196.45
301	1212.18
302	1227.92
303	1243.66
304	1259.42
305	1275.18
306	1290.95
307	1306.73
308	1322.52
309	1338.32
310	1354.12
311	1369.93
312	1385.75
313	1401.58
314	1417.42
315	1433.26
316	1449.11
317	1464.97
318	1480.84
319	1496.71
320	1512.59
321	1528.48
322	1544.38
323	1560.28
324	1576.19
325	1592.11
326	1608.03
327	1623.97
328	1639.9
329	1655.85
330	1671.8
331	1687.76
332	1703.73
333	1719.7
334	1735.68
335	1751.66
336	1767.65
337	1783.65
338	1799.66
339	1815.67
340	1831.68
341	1847.7
342	1863.73
343	1879.76
344	1895.8
345	1911.85
346	1927.9
347	1943.95
348	1960.01
349	1976.08
350	1992.15
351	2008.23
352	2024.31
353	2040.4
354	2056.49
355	2072.59
356	2088.69
357	2104.79
358	2120.9
359	2137.02
360	2153.14
361	2169.26
362	2185.39
363	2201.52
364	2217.66
365	2233.8
366	2249.94
367	2266.09
368	2282.24
369	2298.39
370	2314.55
371	2330.72
372	2346.88
373	2363.05
374	2379.22
375	2395.4
376	2411.58
377	2427.76
378	2443.94
379	2460.13
380	2476.32
381	2492.51
382	2508.71
383	2524.91
384	2541.11
385	2557.31
386	2573.51
387	2589.72
388	2605.93
389	2622.14
390	2638.35
391	2654.57
392	2670.78
393	2687
394	2703.22
395	2719.44
396	2735.66
397	2751.89
398	2768.11
399	2784.34
400	2800.57
401	2816.8
402	2833.03
403	2849.26
404	2865.49
405	2881.72
406	2897.95
407	2914.18
408	2930.42
409	2946.65
410	2962.88
411	2979.12
412	2995.35
413	3011.59
414	3027.82
415	3044.05
416	3060.29
417	3076.52
418	3092.75
419	3108.99
420	3125.22
421	3141.45
422	3157.68
423	3173.91
424	3190.14
425	3206.37
426	3222.6
427	3238.82
428	3255.05
429	3271.27
430	3287.49
431	3303.72
432	3319.94
433	3336.15
434	3352.37
435	3368.59
436	3384.8
437	3401.01
438	3417.22
439	3433.43
440	3449.64
441	3465.84
442	3482.04
443	3498.24
444	3514.44
445	3530.63
446	3546.82
447	3563.01
448	3579.2
449	3595.39
450	3611.57
451	3627.75
452	3643.92
453	3660.1
454	3676.27
455	3692.44
456	3708.6
457	3724.76
458	3740.92
459	3757.07
460	3773.23
461	3789.37
462	3805.52
463	3821.66
464	3837.8
465	3853.93
466	3870.06
467	3886.19
468	3902.31
469	3918.43
470	3934.54
471	3950.65
472	3966.76
473	3982.86
474	3998.96
475	4015.05
476	4031.14
477	4047.22
478	4063.3
479	4079.38
480	4095.45
481	4111.52
482	4127.58
483	4143.64
484	4159.69
485	4175.74
486	4191.78
487	4207.82
488	4223.85
489	4239.88
490	4255.9
491	4271.92
492	4287.93
493	4303.94
494	4319.94
495	4335.94
496	4351.93
497	4367.91
498	4383.89
499	4399.87
500	4415.84
501	4431.8
502	4447.76
503	4463.71
504	4479.66
505	4495.6
506	4511.53
507	4527.46
508	4543.38
509	4559.3
510	4575.21
511	4591.11
512	4607.01
513	4622.9
514	4638.79
515	4654.67
516	4670.54
517	4686.41
518	4702.27
519	4718.12
520	4733.97
521	4749.81
522	4765.64
523	4781.47
524	4797.29
525	4813.11
526	4828.91
527	4844.72
528	4860.51
529	4876.3
530	4892.08
531	4907.85
532	4923.62
533	4939.38
534	4955.13
535	4970.88
536	4986.61
