Inclusion data :
Temperature of total homogenization : 315 C
Pressure of total homogenization    : 100.002 bar
Salinity                            : 9.72758 wt.% NaCl eq.
Density                             : 0.797087 g/ccm

Isochore data :
T [C]	P[bar]
315	100.002
316	110.894
317	121.774
318	132.644
319	143.508
320	154.368
321	165.226
322	176.084
323	186.942
324	197.802
325	208.664
326	219.529
327	230.399
328	241.273
329	252.151
330	263.035
331	273.924
332	284.819
333	295.719
334	306.626
335	317.54
336	328.459
337	339.386
338	350.319
339	361.259
340	372.205
341	383.159
342	394.119
343	405.087
344	416.062
345	427.043
346	438.032
347	449.028
348	460.031
349	471.041
350	482.058
351	493.082
352	504.113
353	515.152
354	526.197
355	537.249
356	548.308
357	559.374
358	570.447
359	581.527
360	592.613
361	603.707
362	614.807
363	625.914
364	637.027
365	648.147
366	659.274
367	670.407
368	681.547
369	692.694
370	703.846
371	715.005
372	726.171
373	737.343
374	748.521
375	759.705
376	770.895
377	782.091
378	793.294
379	804.503
380	815.717
381	826.938
382	838.164
383	849.396
384	860.634
385	871.878
386	883.127
387	894.382
388	905.643
389	916.909
390	928.18
391	939.458
392	950.74
393	962.028
394	973.321
395	984.62
396	995.923
397	1007.23
398	1018.55
399	1029.87
400	1041.19
401	1052.52
402	1063.85
403	1075.19
404	1086.54
405	1097.88
406	1109.24
407	1120.6
408	1131.96
409	1143.33
410	1154.7
411	1166.07
412	1177.45
413	1188.84
414	1200.23
415	1211.62
416	1223.02
417	1234.43
418	1245.83
419	1257.24
420	1268.66
421	1280.08
422	1291.5
423	1302.93
424	1314.36
425	1325.79
426	1337.23
427	1348.68
428	1360.12
429	1371.57
430	1383.03
431	1394.48
432	1405.95
433	1417.41
434	1428.88
435	1440.35
436	1451.83
437	1463.3
438	1474.79
439	1486.27
440	1497.76
441	1509.25
442	1520.75
443	1532.24
444	1543.75
445	1555.25
446	1566.76
447	1578.27
448	1589.78
449	1601.29
450	1612.81
451	1624.33
452	1635.86
453	1647.39
454	1658.91
455	1670.45
456	1681.98
457	1693.52
458	1705.06
459	1716.6
460	1728.14
461	1739.69
462	1751.24
463	1762.79
464	1774.35
465	1785.9
466	1797.46
467	1809.02
468	1820.58
469	1832.15
470	1843.71
471	1855.28
472	1866.85
473	1878.42
474	1890
475	1901.57
476	1913.15
477	1924.73
478	1936.31
479	1947.89
480	1959.48
481	1971.06
482	1982.65
483	1994.24
484	2005.83
485	2017.42
486	2029.01
487	2040.61
488	2052.2
489	2063.8
490	2075.4
491	2087
492	2098.6
493	2110.2
494	2121.8
495	2133.4
496	2145.01
497	2156.61
498	2168.22
499	2179.83
500	2191.43
501	2203.04
502	2214.65
503	2226.26
504	2237.87
505	2249.48
506	2261.1
507	2272.71
508	2284.32
509	2295.93
510	2307.55
511	2319.16
512	2330.78
513	2342.39
514	2354.01
515	2365.62
516	2377.24
517	2388.86
518	2400.47
519	2412.09
520	2423.71
521	2435.32
522	2446.94
523	2458.55
524	2470.17
525	2481.79
526	2493.4
527	2505.02
528	2516.64
529	2528.25
530	2539.87
531	2551.48
532	2563.1
533	2574.71
534	2586.32
535	2597.94
536	2609.55
537	2621.16
538	2632.78
539	2644.39
540	2656
541	2667.61
542	2679.22
543	2690.83
544	2702.43
545	2714.04
546	2725.65
547	2737.25
548	2748.86
549	2760.46
550	2772.06
551	2783.67
552	2795.27
553	2806.87
554	2818.47
555	2830.06
556	2841.66
557	2853.26
558	2864.85
559	2876.44
560	2888.03
561	2899.62
562	2911.21
563	2922.8
564	2934.39
565	2945.97
566	2957.56
567	2969.14
568	2980.72
569	2992.3
570	3003.88
571	3015.45
572	3027.03
573	3038.6
574	3050.17
575	3061.74
576	3073.31
577	3084.87
578	3096.44
579	3108
580	3119.56
581	3131.12
582	3142.67
583	3154.23
584	3165.78
585	3177.33
586	3188.88
587	3200.42
588	3211.97
589	3223.51
590	3235.05
591	3246.59
592	3258.13
593	3269.66
594	3281.19
595	3292.72
596	3304.25
597	3315.77
598	3327.29
599	3338.81
600	3350.33
601	3361.85
602	3373.36
603	3384.87
604	3396.38
605	3407.88
606	3419.38
607	3430.88
608	3442.38
609	3453.88
610	3465.37
611	3476.86
612	3488.35
613	3499.83
614	3511.31
615	3522.79
616	3534.27
617	3545.74
618	3557.21
619	3568.68
620	3580.14
621	3591.6
622	3603.06
623	3614.52
624	3625.97
625	3637.42
626	3648.87
627	3660.31
628	3671.75
629	3683.19
630	3694.63
631	3706.06
632	3717.49
633	3728.91
634	3740.33
635	3751.75
636	3763.17
637	3774.58
638	3785.99
639	3797.4
640	3808.8
641	3820.2
642	3831.6
643	3842.99
644	3854.38
645	3865.76
646	3877.15
647	3888.53
648	3899.9
649	3911.28
650	3922.64
651	3934.01
652	3945.37
653	3956.73
654	3968.08
655	3979.44
656	3990.78
657	4002.13
658	4013.47
659	4024.81
660	4036.14
661	4047.47
662	4058.79
663	4070.12
664	4081.44
665	4092.75
666	4104.06
667	4115.37
668	4126.67
669	4137.97
670	4149.27
671	4160.56
672	4171.85
673	4183.13
674	4194.41
675	4205.69
676	4216.96
677	4228.23
678	4239.5
679	4250.76
680	4262.01
681	4273.27
682	4284.52
683	4295.76
684	4307
685	4318.24
686	4329.47
687	4340.7
688	4351.93
689	4363.15
690	4374.36
691	4385.57
692	4396.78
693	4407.99
694	4419.19
695	4430.38
696	4441.58
697	4452.76
698	4463.95
699	4475.13
700	4486.3
701	4497.47
702	4508.64
703	4519.8
704	4530.96
705	4542.11
706	4553.26
707	4564.41
708	4575.55
709	4586.68
710	4597.82
711	4608.94
712	4620.07
713	4631.19
714	4642.3
715	4653.41
716	4664.52
717	4675.62
718	4686.72
719	4697.81
720	4708.9
721	4719.98
722	4731.06
723	4742.14
724	4753.21
725	4764.27
726	4775.33
727	4786.39
728	4797.44
729	4808.49
730	4819.54
731	4830.57
732	4841.61
733	4852.64
734	4863.66
735	4874.69
736	4885.7
737	4896.71
738	4907.72
739	4918.72
740	4929.72
741	4940.71
742	4951.7
743	4962.69
744	4973.67
745	4984.64
746	4995.61
