Inclusion data :
Temperature of total homogenization : 220 C
Pressure of total homogenization    : 21.81 bar
Salinity                            : 9.4697 wt.% NaCl eq.
Density                             : 0.918922 g/ccm

Isochore data :
T [C]	P[bar]
220	21.81
221	38.3993
222	54.4042
223	70.1492
224	85.7441
225	101.242
226	116.674
227	132.059
228	147.412
229	162.742
230	178.056
231	193.361
232	208.66
233	223.957
234	239.255
235	254.556
236	269.862
237	285.174
238	300.493
239	315.82
240	331.155
241	346.5
242	361.853
243	377.217
244	392.59
245	407.973
246	423.366
247	438.768
248	454.181
249	469.604
250	485.037
251	500.48
252	515.933
253	531.396
254	546.868
255	562.351
256	577.844
257	593.347
258	608.859
259	624.381
260	639.914
261	655.456
262	671.008
263	686.57
264	702.142
265	717.723
266	733.315
267	748.916
268	764.528
269	780.148
270	795.779
271	811.42
272	827.07
273	842.73
274	858.4
275	874.079
276	889.768
277	905.467
278	921.176
279	936.893
280	952.621
281	968.358
282	984.104
283	999.86
284	1015.63
285	1031.4
286	1047.18
287	1062.98
288	1078.78
289	1094.59
290	1110.41
291	1126.24
292	1142.08
293	1157.93
294	1173.78
295	1189.65
296	1205.52
297	1221.4
298	1237.3
299	1253.2
300	1269.1
301	1285.02
302	1300.95
303	1316.88
304	1332.82
305	1348.77
306	1364.73
307	1380.7
308	1396.67
309	1412.65
310	1428.64
311	1444.64
312	1460.65
313	1476.66
314	1492.68
315	1508.71
316	1524.75
317	1540.79
318	1556.84
319	1572.9
320	1588.97
321	1605.04
322	1621.12
323	1637.2
324	1653.3
325	1669.4
326	1685.5
327	1701.62
328	1717.74
329	1733.86
330	1750
331	1766.14
332	1782.28
333	1798.43
334	1814.59
335	1830.75
336	1846.92
337	1863.1
338	1879.28
339	1895.47
340	1911.66
341	1927.86
342	1944.06
343	1960.27
344	1976.49
345	1992.71
346	2008.93
347	2025.16
348	2041.39
349	2057.63
350	2073.88
351	2090.13
352	2106.38
353	2122.64
354	2138.9
355	2155.17
356	2171.44
357	2187.71
358	2203.99
359	2220.28
360	2236.56
361	2252.86
362	2269.15
363	2285.45
364	2301.75
365	2318.06
366	2334.37
367	2350.68
368	2367
369	2383.31
370	2399.64
371	2415.96
372	2432.29
373	2448.62
374	2464.95
375	2481.29
376	2497.63
377	2513.97
378	2530.31
379	2546.66
380	2563.01
381	2579.36
382	2595.71
383	2612.06
384	2628.42
385	2644.78
386	2661.14
387	2677.5
388	2693.86
389	2710.22
390	2726.59
391	2742.96
392	2759.32
393	2775.69
394	2792.06
395	2808.43
396	2824.81
397	2841.18
398	2857.55
399	2873.93
400	2890.3
401	2906.68
402	2923.05
403	2939.43
404	2955.8
405	2972.18
406	2988.56
407	3004.93
408	3021.31
409	3037.68
410	3054.06
411	3070.43
412	3086.81
413	3103.18
414	3119.55
415	3135.93
416	3152.3
417	3168.67
418	3185.04
419	3201.41
420	3217.78
421	3234.15
422	3250.51
423	3266.88
424	3283.24
425	3299.6
426	3315.96
427	3332.32
428	3348.68
429	3365.03
430	3381.38
431	3397.74
432	3414.08
433	3430.43
434	3446.78
435	3463.12
436	3479.46
437	3495.8
438	3512.13
439	3528.47
440	3544.8
441	3561.13
442	3577.45
443	3593.78
444	3610.1
445	3626.41
446	3642.73
447	3659.04
448	3675.35
449	3691.65
450	3707.95
451	3724.25
452	3740.55
453	3756.84
454	3773.13
455	3789.41
456	3805.69
457	3821.97
458	3838.24
459	3854.51
460	3870.78
461	3887.04
462	3903.3
463	3919.55
464	3935.8
465	3952.04
466	3968.29
467	3984.52
468	4000.76
469	4016.98
470	4033.21
471	4049.43
472	4065.64
473	4081.85
474	4098.05
475	4114.26
476	4130.45
477	4146.64
478	4162.83
479	4179.01
480	4195.18
481	4211.35
482	4227.52
483	4243.68
484	4259.83
485	4275.98
486	4292.13
487	4308.27
488	4324.4
489	4340.53
490	4356.65
491	4372.77
492	4388.88
493	4404.98
494	4421.08
495	4437.18
496	4453.26
497	4469.35
498	4485.42
499	4501.49
500	4517.56
501	4533.61
502	4549.67
503	4565.71
504	4581.75
505	4597.78
506	4613.81
507	4629.83
508	4645.84
509	4661.85
510	4677.85
511	4693.85
512	4709.84
513	4725.82
514	4741.79
515	4757.76
516	4773.72
517	4789.68
518	4805.62
519	4821.56
520	4837.5
521	4853.43
522	4869.35
523	4885.26
524	4901.16
525	4917.06
526	4932.96
527	4948.84
528	4964.72
529	4980.59
530	4996.45
