Inclusion data :
Temperature of total homogenization : 212 C
Pressure of total homogenization    : 18.6206 bar
Salinity                            : 9.59898 wt.% NaCl eq.
Density                             : 0.928527 g/ccm

Isochore data :
T [C]	P[bar]
212	18.6206
213	35.7285
214	52.0721
215	68.1098
216	83.9778
217	99.7387
218	115.428
219	131.069
220	146.675
221	162.26
222	177.829
223	193.391
224	208.949
225	224.508
226	240.069
227	255.637
228	271.211
229	286.794
230	302.387
231	317.99
232	333.603
233	349.228
234	364.865
235	380.512
236	396.172
237	411.843
238	427.525
239	443.219
240	458.925
241	474.642
242	490.37
243	506.109
244	521.86
245	537.621
246	553.394
247	569.178
248	584.972
249	600.778
250	616.594
251	632.421
252	648.259
253	664.108
254	679.967
255	695.837
256	711.718
257	727.61
258	743.512
259	759.425
260	775.348
261	791.283
262	807.228
263	823.183
264	839.149
265	855.126
266	871.113
267	887.11
268	903.118
269	919.137
270	935.165
271	951.204
272	967.254
273	983.314
274	999.384
275	1015.46
276	1031.55
277	1047.65
278	1063.77
279	1079.89
280	1096.02
281	1112.16
282	1128.31
283	1144.47
284	1160.64
285	1176.82
286	1193
287	1209.2
288	1225.41
289	1241.63
290	1257.86
291	1274.09
292	1290.34
293	1306.59
294	1322.86
295	1339.13
296	1355.41
297	1371.7
298	1388
299	1404.31
300	1420.63
301	1436.95
302	1453.29
303	1469.63
304	1485.98
305	1502.34
306	1518.71
307	1535.08
308	1551.47
309	1567.86
310	1584.26
311	1600.67
312	1617.08
313	1633.51
314	1649.94
315	1666.38
316	1682.82
317	1699.27
318	1715.74
319	1732.2
320	1748.68
321	1765.16
322	1781.65
323	1798.15
324	1814.65
325	1831.16
326	1847.67
327	1864.2
328	1880.73
329	1897.26
330	1913.8
331	1930.35
332	1946.91
333	1963.47
334	1980.03
335	1996.61
336	2013.18
337	2029.77
338	2046.36
339	2062.95
340	2079.55
341	2096.16
342	2112.77
343	2129.38
344	2146.01
345	2162.63
346	2179.26
347	2195.9
348	2212.54
349	2229.18
350	2245.83
351	2262.49
352	2279.14
353	2295.81
354	2312.47
355	2329.14
356	2345.82
357	2362.5
358	2379.18
359	2395.87
360	2412.56
361	2429.25
362	2445.95
363	2462.65
364	2479.35
365	2496.05
366	2512.76
367	2529.48
368	2546.19
369	2562.91
370	2579.63
371	2596.35
372	2613.08
373	2629.81
374	2646.54
375	2663.27
376	2680
377	2696.74
378	2713.48
379	2730.22
380	2746.96
381	2763.71
382	2780.45
383	2797.2
384	2813.95
385	2830.7
386	2847.45
387	2864.2
388	2880.95
389	2897.71
390	2914.46
391	2931.22
392	2947.98
393	2964.73
394	2981.49
395	2998.25
396	3015.01
397	3031.77
398	3048.53
399	3065.28
400	3082.04
401	3098.8
402	3115.56
403	3132.32
404	3149.08
405	3165.84
406	3182.59
407	3199.35
408	3216.11
409	3232.86
410	3249.61
411	3266.37
412	3283.12
413	3299.87
414	3316.62
415	3333.37
416	3350.12
417	3366.86
418	3383.61
419	3400.35
420	3417.09
421	3433.83
422	3450.57
423	3467.31
424	3484.04
425	3500.77
426	3517.5
427	3534.23
428	3550.96
429	3567.68
430	3584.4
431	3601.12
432	3617.83
433	3634.55
434	3651.26
435	3667.96
436	3684.67
437	3701.37
438	3718.07
439	3734.76
440	3751.45
441	3768.14
442	3784.83
443	3801.51
444	3818.19
445	3834.86
446	3851.54
447	3868.2
448	3884.87
449	3901.53
450	3918.18
451	3934.84
452	3951.49
453	3968.13
454	3984.77
455	4001.41
456	4018.04
457	4034.67
458	4051.29
459	4067.91
460	4084.52
461	4101.13
462	4117.74
463	4134.34
464	4150.93
465	4167.52
466	4184.11
467	4200.69
468	4217.27
469	4233.84
470	4250.4
471	4266.97
472	4283.52
473	4300.07
474	4316.62
475	4333.16
476	4349.69
477	4366.22
478	4382.74
479	4399.26
480	4415.77
481	4432.28
482	4448.78
483	4465.27
484	4481.76
485	4498.24
486	4514.72
487	4531.19
488	4547.65
489	4564.11
490	4580.56
491	4597.01
492	4613.45
493	4629.88
494	4646.31
495	4662.73
496	4679.14
497	4695.55
498	4711.95
499	4728.34
500	4744.73
501	4761.11
502	4777.49
503	4793.85
504	4810.21
505	4826.57
506	4842.91
507	4859.25
508	4875.59
509	4891.91
510	4908.23
511	4924.54
512	4940.85
513	4957.14
514	4973.43
515	4989.72
