Inclusion data :
Temperature of total homogenization : 249.6 C
Pressure of total homogenization    : 37.5815 bar
Salinity                            : 8.41084 wt.% NaCl eq.
Density                             : 0.875735 g/ccm

Isochore data :
T [C]	P[bar]
249.6	37.5815
250.6	52.178
251.6	66.5929
252.6	80.8995
253.6	95.1345
254.6	109.32
255.6	123.469
256.6	137.591
257.6	151.694
258.6	165.784
259.6	179.862
260.6	193.935
261.6	208.002
262.6	222.068
263.6	236.133
264.6	250.199
265.6	264.268
266.6	278.339
267.6	292.414
268.6	306.494
269.6	320.58
270.6	334.671
271.6	348.768
272.6	362.871
273.6	376.981
274.6	391.098
275.6	405.222
276.6	419.353
277.6	433.492
278.6	447.638
279.6	461.792
280.6	475.953
281.6	490.122
282.6	504.299
283.6	518.483
284.6	532.675
285.6	546.875
286.6	561.082
287.6	575.298
288.6	589.521
289.6	603.752
290.6	617.99
291.6	632.236
292.6	646.49
293.6	660.752
294.6	675.022
295.6	689.299
296.6	703.583
297.6	717.876
298.6	732.176
299.6	746.483
300.6	760.798
301.6	775.121
302.6	789.451
303.6	803.788
304.6	818.133
305.6	832.485
306.6	846.845
307.6	861.212
308.6	875.586
309.6	889.967
310.6	904.356
311.6	918.751
312.6	933.154
313.6	947.564
314.6	961.981
315.6	976.404
316.6	990.835
317.6	1005.27
318.6	1019.72
319.6	1034.17
320.6	1048.62
321.6	1063.09
322.6	1077.56
323.6	1092.04
324.6	1106.52
325.6	1121.01
326.6	1135.51
327.6	1150.01
328.6	1164.52
329.6	1179.04
330.6	1193.56
331.6	1208.08
332.6	1222.62
333.6	1237.16
334.6	1251.7
335.6	1266.25
336.6	1280.81
337.6	1295.37
338.6	1309.94
339.6	1324.52
340.6	1339.1
341.6	1353.68
342.6	1368.27
343.6	1382.87
344.6	1397.47
345.6	1412.07
346.6	1426.69
347.6	1441.3
348.6	1455.92
349.6	1470.55
350.6	1485.18
351.6	1499.82
352.6	1514.46
353.6	1529.11
354.6	1543.76
355.6	1558.41
356.6	1573.07
357.6	1587.74
358.6	1602.4
359.6	1617.08
360.6	1631.75
361.6	1646.44
362.6	1661.12
363.6	1675.81
364.6	1690.5
365.6	1705.2
366.6	1719.9
367.6	1734.61
368.6	1749.32
369.6	1764.03
370.6	1778.75
371.6	1793.47
372.6	1808.19
373.6	1822.92
374.6	1837.65
375.6	1852.38
376.6	1867.12
377.6	1881.86
378.6	1896.6
379.6	1911.34
380.6	1926.09
381.6	1940.84
382.6	1955.6
383.6	1970.36
384.6	1985.12
385.6	1999.88
386.6	2014.64
387.6	2029.41
388.6	2044.18
389.6	2058.95
390.6	2073.73
391.6	2088.5
392.6	2103.28
393.6	2118.06
394.6	2132.84
395.6	2147.63
396.6	2162.42
397.6	2177.2
398.6	2191.99
399.6	2206.79
400.6	2221.58
401.6	2236.37
402.6	2251.17
403.6	2265.97
404.6	2280.77
405.6	2295.57
406.6	2310.37
407.6	2325.17
408.6	2339.98
409.6	2354.78
410.6	2369.59
411.6	2384.39
412.6	2399.2
413.6	2414.01
414.6	2428.82
415.6	2443.63
416.6	2458.44
417.6	2473.25
418.6	2488.06
419.6	2502.87
420.6	2517.68
421.6	2532.49
422.6	2547.3
423.6	2562.12
424.6	2576.93
425.6	2591.74
426.6	2606.55
427.6	2621.36
428.6	2636.17
429.6	2650.99
430.6	2665.8
431.6	2680.61
432.6	2695.42
433.6	2710.23
434.6	2725.04
435.6	2739.84
436.6	2754.65
437.6	2769.46
438.6	2784.26
439.6	2799.07
440.6	2813.87
441.6	2828.67
442.6	2843.48
443.6	2858.28
444.6	2873.08
445.6	2887.88
446.6	2902.67
447.6	2917.47
448.6	2932.26
449.6	2947.05
450.6	2961.85
451.6	2976.63
452.6	2991.42
453.6	3006.21
454.6	3020.99
455.6	3035.78
456.6	3050.56
457.6	3065.33
458.6	3080.11
459.6	3094.89
460.6	3109.66
461.6	3124.43
462.6	3139.2
463.6	3153.96
464.6	3168.72
465.6	3183.49
466.6	3198.24
467.6	3213
468.6	3227.75
469.6	3242.5
470.6	3257.25
471.6	3272
472.6	3286.74
473.6	3301.48
474.6	3316.22
475.6	3330.95
476.6	3345.68
477.6	3360.41
478.6	3375.13
479.6	3389.86
480.6	3404.57
481.6	3419.29
482.6	3434
483.6	3448.71
484.6	3463.41
485.6	3478.12
486.6	3492.82
487.6	3507.51
488.6	3522.2
489.6	3536.89
490.6	3551.57
491.6	3566.25
492.6	3580.93
493.6	3595.6
494.6	3610.27
495.6	3624.94
496.6	3639.6
497.6	3654.25
498.6	3668.91
499.6	3683.56
500.6	3698.2
501.6	3712.84
502.6	3727.48
503.6	3742.11
504.6	3756.74
505.6	3771.36
506.6	3785.98
507.6	3800.6
508.6	3815.21
509.6	3829.81
510.6	3844.41
511.6	3859.01
512.6	3873.6
513.6	3888.19
514.6	3902.77
515.6	3917.35
516.6	3931.92
517.6	3946.49
518.6	3961.06
519.6	3975.62
520.6	3990.17
521.6	4004.72
522.6	4019.26
523.6	4033.8
524.6	4048.33
525.6	4062.86
526.6	4077.39
527.6	4091.9
528.6	4106.42
529.6	4120.92
530.6	4135.43
531.6	4149.92
532.6	4164.42
533.6	4178.9
534.6	4193.38
535.6	4207.86
536.6	4222.33
537.6	4236.79
538.6	4251.25
539.6	4265.7
540.6	4280.15
541.6	4294.59
542.6	4309.03
543.6	4323.46
544.6	4337.89
545.6	4352.3
546.6	4366.72
547.6	4381.13
548.6	4395.53
549.6	4409.92
550.6	4424.31
551.6	4438.7
552.6	4453.07
553.6	4467.44
554.6	4481.81
555.6	4496.17
556.6	4510.52
557.6	4524.87
558.6	4539.21
559.6	4553.55
560.6	4567.88
561.6	4582.2
562.6	4596.51
563.6	4610.82
564.6	4625.13
565.6	4639.43
566.6	4653.72
567.6	4668
568.6	4682.28
569.6	4696.55
570.6	4710.82
571.6	4725.07
572.6	4739.33
573.6	4753.57
574.6	4767.81
575.6	4782.04
576.6	4796.27
577.6	4810.49
578.6	4824.7
579.6	4838.91
580.6	4853.11
581.6	4867.3
582.6	4881.49
583.6	4895.67
584.6	4909.84
585.6	4924
586.6	4938.16
587.6	4952.32
588.6	4966.46
589.6	4980.6
590.6	4994.73
