Inclusion data :
Temperature of total homogenization : 169.7 C
Pressure of total homogenization    : 7.76085 bar
Salinity                            : 1.90526 wt.% NaCl eq.
Density                             : 0.91209 g/ccm

Isochore data :
T [C]	P[bar]
169.7	7.76085
170.7	24.5746
171.7	41.1114
172.7	57.5885
173.7	74.0465
174.7	90.5011
175.7	106.96
176.7	123.429
177.7	139.909
178.7	156.404
179.7	172.915
180.7	189.443
181.7	205.989
182.7	222.553
183.7	239.137
184.7	255.741
185.7	272.365
186.7	289.009
187.7	305.674
188.7	322.361
189.7	339.068
190.7	355.797
191.7	372.547
192.7	389.318
193.7	406.11
194.7	422.923
195.7	439.757
196.7	456.611
197.7	473.484
198.7	490.378
199.7	507.291
200.7	524.223
201.7	541.174
202.7	558.142
203.7	575.129
204.7	592.133
205.7	609.153
206.7	626.191
207.7	643.244
208.7	660.313
209.7	677.398
210.7	694.498
211.7	711.612
212.7	728.74
213.7	745.882
214.7	763.038
215.7	780.207
216.7	797.389
217.7	814.584
218.7	831.791
219.7	849.01
220.7	866.241
221.7	883.483
222.7	900.737
223.7	918.001
224.7	935.277
225.7	952.562
226.7	969.858
227.7	987.164
228.7	1004.48
229.7	1021.8
230.7	1039.14
231.7	1056.48
232.7	1073.83
233.7	1091.2
234.7	1108.56
235.7	1125.94
236.7	1143.33
237.7	1160.72
238.7	1178.12
239.7	1195.53
240.7	1212.95
241.7	1230.37
242.7	1247.8
243.7	1265.23
244.7	1282.67
245.7	1300.12
246.7	1317.58
247.7	1335.04
248.7	1352.5
249.7	1369.97
250.7	1387.45
251.7	1404.93
252.7	1422.42
253.7	1439.91
254.7	1457.4
255.7	1474.9
256.7	1492.4
257.7	1509.91
258.7	1527.42
259.7	1544.94
260.7	1562.46
261.7	1579.98
262.7	1597.51
263.7	1615.04
264.7	1632.57
265.7	1650.1
266.7	1667.64
267.7	1685.18
268.7	1702.72
269.7	1720.26
270.7	1737.81
271.7	1755.35
272.7	1772.9
273.7	1790.45
274.7	1808
275.7	1825.56
276.7	1843.11
277.7	1860.66
278.7	1878.22
279.7	1895.78
280.7	1913.33
281.7	1930.89
282.7	1948.45
283.7	1966.01
284.7	1983.56
285.7	2001.12
286.7	2018.68
287.7	2036.23
288.7	2053.79
289.7	2071.34
290.7	2088.9
291.7	2106.45
292.7	2124.01
293.7	2141.56
294.7	2159.11
295.7	2176.66
296.7	2194.2
297.7	2211.75
298.7	2229.29
299.7	2246.83
300.7	2264.37
301.7	2281.91
302.7	2299.45
303.7	2316.98
304.7	2334.51
305.7	2352.04
306.7	2369.57
307.7	2387.09
308.7	2404.61
309.7	2422.13
310.7	2439.64
311.7	2457.15
312.7	2474.66
313.7	2492.17
314.7	2509.67
315.7	2527.16
316.7	2544.66
317.7	2562.15
318.7	2579.64
319.7	2597.12
320.7	2614.6
321.7	2632.07
322.7	2649.54
323.7	2667.01
324.7	2684.47
325.7	2701.93
326.7	2719.38
327.7	2736.83
328.7	2754.27
329.7	2771.71
330.7	2789.14
331.7	2806.57
332.7	2823.99
333.7	2841.41
334.7	2858.82
335.7	2876.23
336.7	2893.63
337.7	2911.03
338.7	2928.42
339.7	2945.81
340.7	2963.19
341.7	2980.56
342.7	2997.93
343.7	3015.29
344.7	3032.65
345.7	3050
346.7	3067.35
347.7	3084.68
348.7	3102.02
349.7	3119.34
350.7	3136.66
351.7	3153.97
352.7	3171.28
353.7	3188.58
354.7	3205.87
355.7	3223.16
356.7	3240.44
357.7	3257.71
358.7	3274.98
359.7	3292.24
360.7	3309.49
361.7	3326.73
362.7	3343.97
363.7	3361.2
364.7	3378.43
365.7	3395.64
366.7	3412.85
367.7	3430.05
368.7	3447.25
369.7	3464.43
370.7	3481.61
371.7	3498.78
372.7	3515.94
373.7	3533.1
374.7	3550.25
375.7	3567.39
376.7	3584.52
377.7	3601.64
378.7	3618.76
379.7	3635.87
380.7	3652.97
381.7	3670.06
382.7	3687.14
383.7	3704.22
384.7	3721.28
385.7	3738.34
386.7	3755.39
387.7	3772.44
388.7	3789.47
389.7	3806.49
390.7	3823.51
391.7	3840.52
392.7	3857.52
393.7	3874.51
394.7	3891.49
395.7	3908.46
396.7	3925.43
397.7	3942.38
398.7	3959.33
399.7	3976.27
400.7	3993.19
401.7	4010.11
402.7	4027.03
403.7	4043.93
404.7	4060.82
405.7	4077.7
406.7	4094.58
407.7	4111.44
408.7	4128.3
409.7	4145.14
410.7	4161.98
411.7	4178.81
412.7	4195.63
413.7	4212.44
414.7	4229.24
415.7	4246.03
416.7	4262.81
417.7	4279.58
418.7	4296.34
419.7	4313.1
420.7	4329.84
421.7	4346.57
422.7	4363.3
423.7	4380.01
424.7	4396.71
425.7	4413.41
426.7	4430.09
427.7	4446.77
428.7	4463.43
429.7	4480.09
430.7	4496.73
431.7	4513.37
432.7	4530
433.7	4546.61
434.7	4563.22
435.7	4579.81
436.7	4596.4
437.7	4612.98
438.7	4629.54
439.7	4646.1
440.7	4662.64
441.7	4679.18
442.7	4695.71
443.7	4712.22
444.7	4728.73
445.7	4745.22
446.7	4761.71
447.7	4778.18
448.7	4794.65
449.7	4811.1
450.7	4827.54
451.7	4843.98
452.7	4860.4
453.7	4876.81
454.7	4893.22
455.7	4909.61
456.7	4925.99
457.7	4942.36
458.7	4958.73
459.7	4975.08
460.7	4991.42
