Inclusion data :
Temperature of total homogenization : 243 C
Pressure of total homogenization    : 33.5028 bar
Salinity                            : 8.54562 wt.% NaCl eq.
Density                             : 0.884934 g/ccm

Isochore data :
T [C]	P[bar]
243	33.5028
244	48.514
245	63.2914
246	77.9363
247	92.4958
248	106.997
249	121.455
250	135.884
251	150.29
252	164.679
253	179.057
254	193.427
255	207.792
256	222.154
257	236.516
258	250.878
259	265.243
260	279.611
261	293.983
262	308.36
263	322.742
264	337.131
265	351.526
266	365.928
267	380.336
268	394.753
269	409.176
270	423.607
271	438.046
272	452.493
273	466.948
274	481.41
275	495.881
276	510.36
277	524.847
278	539.341
279	553.844
280	568.355
281	582.874
282	597.401
283	611.937
284	626.48
285	641.031
286	655.591
287	670.158
288	684.734
289	699.317
290	713.909
291	728.508
292	743.116
293	757.731
294	772.354
295	786.986
296	801.624
297	816.271
298	830.926
299	845.588
300	860.258
301	874.935
302	889.62
303	904.313
304	919.014
305	933.721
306	948.436
307	963.159
308	977.889
309	992.626
310	1007.37
311	1022.12
312	1036.88
313	1051.65
314	1066.42
315	1081.2
316	1095.99
317	1110.78
318	1125.58
319	1140.39
320	1155.2
321	1170.02
322	1184.85
323	1199.69
324	1214.53
325	1229.37
326	1244.23
327	1259.09
328	1273.95
329	1288.82
330	1303.7
331	1318.59
332	1333.48
333	1348.37
334	1363.28
335	1378.18
336	1393.1
337	1408.02
338	1422.94
339	1437.87
340	1452.81
341	1467.75
342	1482.7
343	1497.65
344	1512.61
345	1527.57
346	1542.54
347	1557.51
348	1572.49
349	1587.47
350	1602.46
351	1617.45
352	1632.45
353	1647.45
354	1662.45
355	1677.46
356	1692.48
357	1707.5
358	1722.52
359	1737.55
360	1752.58
361	1767.62
362	1782.66
363	1797.7
364	1812.75
365	1827.8
366	1842.86
367	1857.92
368	1872.98
369	1888.05
370	1903.12
371	1918.19
372	1933.27
373	1948.35
374	1963.43
375	1978.51
376	1993.6
377	2008.7
378	2023.79
379	2038.89
380	2053.99
381	2069.09
382	2084.2
383	2099.31
384	2114.42
385	2129.53
386	2144.64
387	2159.76
388	2174.88
389	2190
390	2205.13
391	2220.25
392	2235.38
393	2250.51
394	2265.64
395	2280.78
396	2295.91
397	2311.05
398	2326.19
399	2341.32
400	2356.47
401	2371.61
402	2386.75
403	2401.89
404	2417.04
405	2432.19
406	2447.33
407	2462.48
408	2477.63
409	2492.78
410	2507.93
411	2523.08
412	2538.23
413	2553.38
414	2568.54
415	2583.69
416	2598.84
417	2613.99
418	2629.15
419	2644.3
420	2659.45
421	2674.61
422	2689.76
423	2704.91
424	2720.06
425	2735.21
426	2750.37
427	2765.52
428	2780.67
429	2795.82
430	2810.97
431	2826.11
432	2841.26
433	2856.41
434	2871.55
435	2886.7
436	2901.84
437	2916.98
438	2932.13
439	2947.27
440	2962.4
441	2977.54
442	2992.68
443	3007.81
444	3022.94
445	3038.07
446	3053.2
447	3068.33
448	3083.46
449	3098.58
450	3113.7
451	3128.82
452	3143.94
453	3159.06
454	3174.17
455	3189.28
456	3204.39
457	3219.5
458	3234.6
459	3249.7
460	3264.8
461	3279.9
462	3294.99
463	3310.08
464	3325.17
465	3340.26
466	3355.34
467	3370.42
468	3385.5
469	3400.57
470	3415.64
471	3430.71
472	3445.77
473	3460.83
474	3475.89
475	3490.95
476	3506
477	3521.05
478	3536.09
479	3551.13
480	3566.17
481	3581.2
482	3596.23
483	3611.26
484	3626.28
485	3641.3
486	3656.31
487	3671.32
488	3686.33
489	3701.33
490	3716.33
491	3731.32
492	3746.31
493	3761.3
494	3776.28
495	3791.26
496	3806.23
497	3821.2
498	3836.16
499	3851.12
500	3866.08
501	3881.03
502	3895.97
503	3910.92
504	3925.85
505	3940.78
506	3955.71
507	3970.63
508	3985.55
509	4000.46
510	4015.37
511	4030.27
512	4045.17
513	4060.06
514	4074.94
515	4089.83
516	4104.7
517	4119.57
518	4134.44
519	4149.3
520	4164.15
521	4179
522	4193.85
523	4208.69
524	4223.52
525	4238.35
526	4253.17
527	4267.98
528	4282.79
529	4297.6
530	4312.4
531	4327.19
532	4341.98
533	4356.76
534	4371.54
535	4386.31
536	4401.07
537	4415.83
538	4430.58
539	4445.33
540	4460.07
541	4474.8
542	4489.53
543	4504.25
544	4518.97
545	4533.67
546	4548.38
547	4563.07
548	4577.76
549	4592.45
550	4607.13
551	4621.8
552	4636.46
553	4651.12
554	4665.77
555	4680.42
556	4695.06
557	4709.69
558	4724.31
559	4738.93
560	4753.55
561	4768.15
562	4782.75
563	4797.34
564	4811.93
565	4826.51
566	4841.08
567	4855.64
568	4870.2
569	4884.75
570	4899.3
571	4913.84
572	4928.37
573	4942.89
574	4957.41
575	4971.92
576	4986.42
