Inclusion data :
Temperature of total homogenization : 196.2 C
Pressure of total homogenization    : 13.5488 bar
Salinity                            : 8.41084 wt.% NaCl eq.
Density                             : 0.935354 g/ccm

Isochore data :
T [C]	P[bar]
196.2	13.5488
197.2	31.2056
198.2	47.8807
199.2	64.2313
200.2	80.4122
201.2	96.4902
202.2	112.502
203.2	128.47
204.2	144.41
205.2	160.333
206.2	176.248
207.2	192.161
208.2	208.077
209.2	224.001
210.2	239.935
211.2	255.882
212.2	271.844
213.2	287.821
214.2	303.816
215.2	319.828
216.2	335.858
217.2	351.906
218.2	367.973
219.2	384.057
220.2	400.16
221.2	416.28
222.2	432.418
223.2	448.572
224.2	464.743
225.2	480.93
226.2	497.134
227.2	513.352
228.2	529.586
229.2	545.835
230.2	562.099
231.2	578.377
232.2	594.668
233.2	610.974
234.2	627.293
235.2	643.626
236.2	659.972
237.2	676.332
238.2	692.704
239.2	709.089
240.2	725.486
241.2	741.897
242.2	758.32
243.2	774.755
244.2	791.202
245.2	807.662
246.2	824.134
247.2	840.618
248.2	857.113
249.2	873.621
250.2	890.141
251.2	906.672
252.2	923.215
253.2	939.769
254.2	956.335
255.2	972.912
256.2	989.501
257.2	1006.1
258.2	1022.71
259.2	1039.33
260.2	1055.97
261.2	1072.61
262.2	1089.27
263.2	1105.93
264.2	1122.61
265.2	1139.3
266.2	1155.99
267.2	1172.7
268.2	1189.42
269.2	1206.15
270.2	1222.89
271.2	1239.64
272.2	1256.4
273.2	1273.16
274.2	1289.94
275.2	1306.73
276.2	1323.53
277.2	1340.34
278.2	1357.15
279.2	1373.98
280.2	1390.82
281.2	1407.66
282.2	1424.51
283.2	1441.38
284.2	1458.25
285.2	1475.13
286.2	1492.02
287.2	1508.92
288.2	1525.82
289.2	1542.74
290.2	1559.66
291.2	1576.59
292.2	1593.53
293.2	1610.48
294.2	1627.44
295.2	1644.4
296.2	1661.37
297.2	1678.35
298.2	1695.33
299.2	1712.33
300.2	1729.33
301.2	1746.34
302.2	1763.35
303.2	1780.37
304.2	1797.4
305.2	1814.44
306.2	1831.48
307.2	1848.53
308.2	1865.59
309.2	1882.65
310.2	1899.72
311.2	1916.79
312.2	1933.87
313.2	1950.96
314.2	1968.05
315.2	1985.15
316.2	2002.25
317.2	2019.36
318.2	2036.48
319.2	2053.6
320.2	2070.72
321.2	2087.85
322.2	2104.99
323.2	2122.13
324.2	2139.27
325.2	2156.42
326.2	2173.58
327.2	2190.74
328.2	2207.9
329.2	2225.07
330.2	2242.24
331.2	2259.42
332.2	2276.6
333.2	2293.79
334.2	2310.97
335.2	2328.17
336.2	2345.36
337.2	2362.56
338.2	2379.76
339.2	2396.97
340.2	2414.18
341.2	2431.39
342.2	2448.6
343.2	2465.82
344.2	2483.04
345.2	2500.27
346.2	2517.49
347.2	2534.72
348.2	2551.95
349.2	2569.18
350.2	2586.42
351.2	2603.66
352.2	2620.9
353.2	2638.14
354.2	2655.38
355.2	2672.62
356.2	2689.87
357.2	2707.12
358.2	2724.37
359.2	2741.62
360.2	2758.87
361.2	2776.12
362.2	2793.37
363.2	2810.63
364.2	2827.88
365.2	2845.14
366.2	2862.4
367.2	2879.65
368.2	2896.91
369.2	2914.17
370.2	2931.43
371.2	2948.68
372.2	2965.94
373.2	2983.2
374.2	3000.46
375.2	3017.71
376.2	3034.97
377.2	3052.23
378.2	3069.48
379.2	3086.74
380.2	3103.99
381.2	3121.25
382.2	3138.5
383.2	3155.75
384.2	3173
385.2	3190.25
386.2	3207.5
387.2	3224.75
388.2	3241.99
389.2	3259.24
390.2	3276.48
391.2	3293.72
392.2	3310.96
393.2	3328.2
394.2	3345.43
395.2	3362.66
396.2	3379.9
397.2	3397.12
398.2	3414.35
399.2	3431.57
400.2	3448.8
401.2	3466.01
402.2	3483.23
403.2	3500.44
404.2	3517.65
405.2	3534.86
406.2	3552.07
407.2	3569.27
408.2	3586.47
409.2	3603.66
410.2	3620.86
411.2	3638.05
412.2	3655.23
413.2	3672.41
414.2	3689.59
415.2	3706.77
416.2	3723.94
417.2	3741.1
418.2	3758.27
419.2	3775.43
420.2	3792.58
421.2	3809.73
422.2	3826.88
423.2	3844.02
424.2	3861.16
425.2	3878.3
426.2	3895.43
427.2	3912.55
428.2	3929.67
429.2	3946.79
430.2	3963.9
431.2	3981.01
432.2	3998.11
433.2	4015.2
434.2	4032.3
435.2	4049.38
436.2	4066.46
437.2	4083.54
438.2	4100.61
439.2	4117.68
440.2	4134.74
441.2	4151.79
442.2	4168.84
443.2	4185.89
444.2	4202.92
445.2	4219.96
446.2	4236.98
447.2	4254
448.2	4271.02
449.2	4288.03
450.2	4305.03
451.2	4322.03
452.2	4339.02
453.2	4356
454.2	4372.98
455.2	4389.96
456.2	4406.92
457.2	4423.88
458.2	4440.84
459.2	4457.78
460.2	4474.72
461.2	4491.66
462.2	4508.58
463.2	4525.5
464.2	4542.42
465.2	4559.32
466.2	4576.22
467.2	4593.12
468.2	4610
469.2	4626.88
470.2	4643.76
471.2	4660.62
472.2	4677.48
473.2	4694.33
474.2	4711.17
475.2	4728.01
476.2	4744.84
477.2	4761.66
478.2	4778.48
479.2	4795.28
480.2	4812.08
481.2	4828.87
482.2	4845.66
483.2	4862.43
484.2	4879.2
485.2	4895.96
486.2	4912.72
487.2	4929.46
488.2	4946.2
489.2	4962.93
490.2	4979.65
491.2	4996.37
