Inclusion data :
Temperature of total homogenization : 222.1 C
Pressure of total homogenization    : 22.7079 bar
Salinity                            : 9.4697 wt.% NaCl eq.
Density                             : 0.916633 g/ccm

Isochore data :
T [C]	P[bar]
222.1	22.7079
223.1	39.1701
224.1	55.085
225.1	70.7505
226.1	86.2703
227.1	101.696
228.1	117.056
229.1	132.371
230.1	147.653
231.1	162.913
232.1	178.157
233.1	193.39
234.1	208.618
235.1	223.844
236.1	239.07
237.1	254.299
238.1	269.531
239.1	284.769
240.1	300.014
241.1	315.266
242.1	330.526
243.1	345.795
244.1	361.072
245.1	376.359
246.1	391.655
247.1	406.96
248.1	422.275
249.1	437.6
250.1	452.934
251.1	468.278
252.1	483.632
253.1	498.995
254.1	514.368
255.1	529.751
256.1	545.143
257.1	560.546
258.1	575.957
259.1	591.379
260.1	606.81
261.1	622.251
262.1	637.702
263.1	653.162
264.1	668.632
265.1	684.112
266.1	699.601
267.1	715.1
268.1	730.609
269.1	746.127
270.1	761.655
271.1	777.192
272.1	792.739
273.1	808.296
274.1	823.862
275.1	839.438
276.1	855.024
277.1	870.619
278.1	886.223
279.1	901.837
280.1	917.46
281.1	933.093
282.1	948.735
283.1	964.386
284.1	980.047
285.1	995.717
286.1	1011.4
287.1	1027.08
288.1	1042.78
289.1	1058.49
290.1	1074.2
291.1	1089.93
292.1	1105.66
293.1	1121.4
294.1	1137.15
295.1	1152.91
296.1	1168.68
297.1	1184.46
298.1	1200.25
299.1	1216.04
300.1	1231.84
301.1	1247.66
302.1	1263.48
303.1	1279.3
304.1	1295.14
305.1	1310.98
306.1	1326.84
307.1	1342.7
308.1	1358.57
309.1	1374.44
310.1	1390.33
311.1	1406.22
312.1	1422.12
313.1	1438.03
314.1	1453.95
315.1	1469.87
316.1	1485.8
317.1	1501.74
318.1	1517.68
319.1	1533.64
320.1	1549.6
321.1	1565.56
322.1	1581.54
323.1	1597.52
324.1	1613.51
325.1	1629.5
326.1	1645.5
327.1	1661.51
328.1	1677.52
329.1	1693.55
330.1	1709.57
331.1	1725.61
332.1	1741.65
333.1	1757.7
334.1	1773.75
335.1	1789.81
336.1	1805.87
337.1	1821.94
338.1	1838.02
339.1	1854.1
340.1	1870.19
341.1	1886.28
342.1	1902.38
343.1	1918.49
344.1	1934.6
345.1	1950.71
346.1	1966.83
347.1	1982.96
348.1	1999.09
349.1	2015.23
350.1	2031.37
351.1	2047.51
352.1	2063.66
353.1	2079.82
354.1	2095.98
355.1	2112.14
356.1	2128.31
357.1	2144.48
358.1	2160.66
359.1	2176.84
360.1	2193.02
361.1	2209.21
362.1	2225.4
363.1	2241.6
