Inclusion data :
Temperature of total homogenization : 300 C
Pressure of total homogenization    : 81.7742 bar
Salinity                            : 8.94579 wt.% NaCl eq.
Density                             : 0.812073 g/ccm

Isochore data :
T [C]	P[bar]
300	81.7742
301	93.4452
302	105.091
303	116.718
304	128.331
305	139.935
306	151.533
307	163.126
308	174.717
309	186.307
310	197.898
311	209.49
312	221.085
313	232.682
314	244.283
315	255.889
316	267.499
317	279.114
318	290.735
319	302.361
320	313.993
321	325.632
322	337.276
323	348.927
324	360.585
325	372.249
326	383.92
327	395.598
328	407.282
329	418.974
330	430.672
331	442.377
332	454.09
333	465.809
334	477.535
335	489.269
336	501.009
337	512.756
338	524.511
339	536.272
340	548.04
341	559.815
342	571.597
343	583.386
344	595.182
345	606.985
346	618.794
347	630.61
348	642.433
349	654.262
350	666.098
351	677.941
352	689.79
353	701.646
354	713.508
355	725.377
356	737.252
357	749.133
358	761.02
359	772.914
360	784.814
361	796.721
362	808.633
363	820.551
364	832.475
365	844.406
366	856.342
367	868.284
368	880.232
369	892.185
370	904.145
371	916.11
372	928.081
373	940.057
374	952.038
375	964.026
376	976.018
377	988.016
378	1000.02
379	1012.03
380	1024.04
381	1036.06
382	1048.09
383	1060.11
384	1072.15
385	1084.19
386	1096.23
387	1108.28
388	1120.33
389	1132.39
390	1144.46
391	1156.52
392	1168.6
393	1180.67
394	1192.76
395	1204.84
396	1216.93
397	1229.03
398	1241.13
399	1253.23
400	1265.34
401	1277.45
402	1289.57
403	1301.69
404	1313.81
405	1325.94
406	1338.07
407	1350.21
408	1362.35
409	1374.49
410	1386.64
411	1398.79
412	1410.95
413	1423.1
414	1435.27
415	1447.43
416	1459.6
417	1471.77
418	1483.95
419	1496.13
420	1508.31
421	1520.49
422	1532.68
423	1544.88
424	1557.07
425	1569.27
426	1581.47
427	1593.67
428	1605.88
429	1618.09
430	1630.3
431	1642.52
432	1654.73
433	1666.95
434	1679.18
435	1691.4
436	1703.63
437	1715.86
438	1728.09
439	1740.33
440	1752.57
441	1764.81
442	1777.05
443	1789.29
444	1801.54
445	1813.79
446	1826.04
447	1838.29
448	1850.55
449	1862.8
450	1875.06
451	1887.32
452	1899.58
453	1911.85
454	1924.11
455	1936.38
456	1948.65
457	1960.92
458	1973.19
459	1985.46
460	1997.73
461	2010.01
462	2022.29
463	2034.57
464	2046.85
465	2059.13
466	2071.41
467	2083.69
468	2095.97
469	2108.26
470	2120.55
471	2132.83
472	2145.12
473	2157.41
474	2169.7
475	2181.99
476	2194.28
477	2206.57
478	2218.86
479	2231.16
480	2243.45
481	2255.74
482	2268.04
483	2280.33
484	2292.63
485	2304.92
486	2317.22
487	2329.51
488	2341.81
489	2354.1
490	2366.4
491	2378.7
492	2390.99
493	2403.29
494	2415.59
495	2427.88
496	2440.18
497	2452.47
498	2464.77
499	2477.06
500	2489.36
501	2501.65
502	2513.95
503	2526.24
504	2538.53
505	2550.83
506	2563.12
507	2575.41
508	2587.7
509	2599.99
510	2612.28
511	2624.57
512	2636.86
513	2649.15
514	2661.43
515	2673.72
516	2686
517	2698.29
518	2710.57
519	2722.85
520	2735.13
521	2747.41
522	2759.69
523	2771.97
524	2784.24
525	2796.52
526	2808.79
527	2821.07
