Inclusion data :
Temperature of total homogenization : 248 C
Pressure of total homogenization    : 36.4035 bar
Salinity                            : 9.07779 wt.% NaCl eq.
Density                             : 0.883487 g/ccm

Isochore data :
T [C]	P[bar]
248	36.4035
249	51.2164
250	65.8114
251	80.2785
252	94.6618
253	108.986
254	123.269
255	137.52
256	151.749
257	165.96
258	180.159
259	194.349
260	208.534
261	222.715
262	236.895
263	251.074
264	265.256
265	279.44
266	293.627
267	307.818
268	322.015
269	336.216
270	350.424
271	364.637
272	378.857
273	393.084
274	407.317
275	421.558
276	435.805
277	450.06
278	464.323
279	478.593
280	492.87
281	507.155
282	521.448
283	535.749
284	550.057
285	564.373
286	578.697
287	593.029
288	607.368
289	621.716
290	636.071
291	650.434
292	664.805
293	679.184
294	693.57
295	707.965
296	722.367
297	736.778
298	751.196
299	765.621
300	780.055
301	794.496
302	808.946
303	823.402
304	837.867
305	852.339
306	866.819
307	881.306
308	895.801
309	910.304
310	924.814
311	939.331
312	953.856
313	968.389
314	982.928
315	997.475
316	1012.03
317	1026.59
318	1041.16
319	1055.73
320	1070.32
321	1084.91
322	1099.5
323	1114.11
324	1128.72
325	1143.34
326	1157.96
327	1172.59
328	1187.23
329	1201.87
330	1216.52
331	1231.18
332	1245.85
333	1260.52
334	1275.19
335	1289.88
336	1304.56
337	1319.26
338	1333.96
339	1348.67
340	1363.38
341	1378.1
342	1392.83
343	1407.56
344	1422.3
345	1437.04
346	1451.79
347	1466.54
348	1481.3
349	1496.07
350	1510.84
351	1525.61
352	1540.39
353	1555.18
354	1569.97
355	1584.77
356	1599.57
357	1614.38
358	1629.19
359	1644.01
360	1658.83
361	1673.65
362	1688.48
363	1703.32
364	1718.16
365	1733
366	1747.85
367	1762.7
368	1777.56
369	1792.42
370	1807.29
371	1822.16
372	1837.03
373	1851.91
374	1866.79
375	1881.68
376	1896.56
377	1911.46
378	1926.35
379	1941.25
380	1956.16
381	1971.06
382	1985.97
383	2000.89
384	2015.8
385	2030.72
386	2045.65
387	2060.57
388	2075.5
389	2090.43
390	2105.37
391	2120.3
392	2135.24
393	2150.18
394	2165.13
395	2180.08
396	2195.03
397	2209.98
398	2224.93
399	2239.89
400	2254.85
401	2269.81
402	2284.77
403	2299.73
404	2314.7
405	2329.67
406	2344.64
407	2359.61
408	2374.58
409	2389.55
410	2404.53
411	2419.51
412	2434.49
413	2449.46
414	2464.45
415	2479.43
416	2494.41
417	2509.39
418	2524.38
419	2539.36
420	2554.35
421	2569.34
422	2584.32
423	2599.31
424	2614.3
425	2629.29
426	2644.28
427	2659.27
428	2674.26
429	2689.25
430	2704.24
431	2719.23
432	2734.22
433	2749.21
434	2764.2
435	2779.19
436	2794.18
437	2809.17
438	2824.16
439	2839.14
440	2854.13
441	2869.12
442	2884.1
443	2899.09
444	2914.07
445	2929.06
446	2944.04
447	2959.02
448	2974
449	2988.98
450	3003.96
451	3018.94
452	3033.91
453	3048.89
454	3063.86
455	3078.83
456	3093.8
457	3108.77
458	3123.74
459	3138.7
460	3153.67
461	3168.63
462	3183.59
463	3198.55
464	3213.5
465	3228.46
466	3243.41
467	3258.36
468	3273.3
469	3288.25
470	3303.19
471	3318.13
472	3333.07
473	3348.01
474	3362.94
475	3377.87
476	3392.79
477	3407.72
478	3422.64
479	3437.56
480	3452.48
481	3467.39
482	3482.3
483	3497.21
484	3512.11
485	3527.01
486	3541.91
487	3556.8
488	3571.69
489	3586.58
490	3601.47
491	3616.35
492	3631.22
493	3646.1
494	3660.97
495	3675.83
496	3690.7
497	3705.55
498	3720.41
499	3735.26
500	3750.11
501	3764.95
502	3779.79
503	3794.63
504	3809.46
505	3824.29
506	3839.11
507	3853.93
508	3868.74
509	3883.55
510	3898.36
511	3913.16
512	3927.96
513	3942.75
514	3957.54
515	3972.32
516	3987.1
517	4001.87
518	4016.64
519	4031.41
520	4046.17
521	4060.92
522	4075.67
523	4090.42
524	4105.16
525	4119.89
526	4134.63
527	4149.35
528	4164.07
529	4178.79
530	4193.5
531	4208.2
532	4222.9
533	4237.6
534	4252.28
535	4266.97
536	4281.65
537	4296.32
538	4310.99
539	4325.65
540	4340.31
541	4354.96
542	4369.6
543	4384.24
544	4398.88
545	4413.5
546	4428.13
547	4442.74
548	4457.35
549	4471.96
550	4486.56
551	4501.15
552	4515.74
553	4530.32
554	4544.9
555	4559.47
556	4574.03
557	4588.59
558	4603.14
559	4617.69
560	4632.22
561	4646.76
562	4661.28
563	4675.81
564	4690.32
565	4704.83
566	4719.33
567	4733.82
568	4748.31
569	4762.8
570	4777.27
571	4791.74
572	4806.2
573	4820.66
574	4835.11
575	4849.55
576	4863.99
577	4878.42
578	4892.85
579	4907.26
580	4921.67
581	4936.08
582	4950.47
583	4964.86
584	4979.25
585	4993.62
