Inclusion data :
Temperature of total homogenization : 235.7 C
Pressure of total homogenization    : 29.5095 bar
Salinity                            : 8.13915 wt.% NaCl eq.
Density                             : 0.890142 g/ccm

Isochore data :
T [C]	P[bar]
235.7	29.5095
236.7	44.87
237.7	59.9545
238.7	74.8913
239.7	89.7359
240.7	104.518
241.7	119.257
242.7	133.964
243.7	148.648
244.7	163.315
245.7	177.972
246.7	192.62
247.7	207.264
248.7	221.906
249.7	236.548
250.7	251.192
251.7	265.838
252.7	280.489
253.7	295.145
254.7	309.807
255.7	324.475
256.7	339.151
257.7	353.833
258.7	368.523
259.7	383.222
260.7	397.928
261.7	412.643
262.7	427.366
263.7	442.098
264.7	456.838
265.7	471.587
266.7	486.344
267.7	501.11
268.7	515.885
269.7	530.668
270.7	545.46
271.7	560.261
272.7	575.07
273.7	589.888
274.7	604.714
275.7	619.549
276.7	634.392
277.7	649.244
278.7	664.104
279.7	678.973
280.7	693.85
281.7	708.735
282.7	723.629
283.7	738.53
284.7	753.441
285.7	768.359
286.7	783.285
287.7	798.22
288.7	813.163
289.7	828.113
290.7	843.072
291.7	858.039
292.7	873.013
293.7	887.996
294.7	902.986
295.7	917.984
296.7	932.99
297.7	948.003
298.7	963.024
299.7	978.053
300.7	993.089
301.7	1008.13
302.7	1023.18
303.7	1038.24
304.7	1053.31
305.7	1068.38
306.7	1083.46
307.7	1098.55
308.7	1113.64
309.7	1128.74
310.7	1143.85
311.7	1158.96
312.7	1174.09
313.7	1189.21
314.7	1204.35
315.7	1219.49
316.7	1234.64
317.7	1249.79
318.7	1264.96
319.7	1280.12
320.7	1295.3
321.7	1310.48
322.7	1325.66
323.7	1340.85
324.7	1356.05
325.7	1371.26
326.7	1386.47
327.7	1401.68
328.7	1416.9
329.7	1432.13
330.7	1447.36
331.7	1462.6
332.7	1477.85
333.7	1493.09
334.7	1508.35
335.7	1523.61
336.7	1538.87
337.7	1554.14
338.7	1569.42
339.7	1584.7
340.7	1599.98
341.7	1615.27
342.7	1630.57
343.7	1645.86
344.7	1661.17
345.7	1676.48
346.7	1691.79
347.7	1707.11
348.7	1722.43
349.7	1737.75
350.7	1753.08
351.7	1768.42
352.7	1783.75
353.7	1799.09
354.7	1814.44
355.7	1829.79
356.7	1845.14
357.7	1860.5
358.7	1875.86
359.7	1891.22
360.7	1906.59
361.7	1921.96
362.7	1937.33
363.7	1952.71
364.7	1968.09
365.7	1983.47
366.7	1998.86
367.7	2014.25
368.7	2029.64
369.7	2045.03
370.7	2060.43
371.7	2075.83
372.7	2091.23
373.7	2106.63
374.7	2122.04
375.7	2137.45
376.7	2152.86
377.7	2168.27
378.7	2183.69
379.7	2199.11
380.7	2214.53
381.7	2229.95
382.7	2245.37
383.7	2260.79
384.7	2276.22
385.7	2291.65
386.7	2307.08
387.7	2322.51
388.7	2337.94
389.7	2353.37
390.7	2368.81
391.7	2384.24
392.7	2399.68
393.7	2415.12
394.7	2430.55
395.7	2445.99
396.7	2461.43
397.7	2476.87
398.7	2492.31
399.7	2507.76
400.7	2523.2
401.7	2538.64
402.7	2554.08
403.7	2569.53
404.7	2584.97
405.7	2600.41
406.7	2615.86
407.7	2631.3
408.7	2646.74
409.7	2662.18
410.7	2677.63
411.7	2693.07
412.7	2708.51
413.7	2723.95
414.7	2739.39
415.7	2754.83
416.7	2770.27
417.7	2785.71
418.7	2801.15
419.7	2816.59
420.7	2832.02
421.7	2847.46
422.7	2862.89
423.7	2878.32
424.7	2893.75
425.7	2909.19
426.7	2924.61
427.7	2940.04
428.7	2955.47
429.7	2970.89
430.7	2986.31
431.7	3001.74
432.7	3017.16
433.7	3032.57
434.7	3047.99
435.7	3063.4
436.7	3078.81
437.7	3094.22
