Inclusion data :
Temperature of total homogenization : 163.5 C
Pressure of total homogenization    : 6.37708 bar
Salinity                            : 7.86463 wt.% NaCl eq.
Density                             : 0.962292 g/ccm

Isochore data :
T [C]	P[bar]
163.5	6.37708
164.5	25.2655
165.5	42.1133
166.5	58.578
167.5	74.867
168.5	91.0611
169.5	107.204
170.5	123.321
171.5	139.432
172.5	155.551
173.5	171.687
174.5	187.848
175.5	204.042
176.5	220.273
177.5	236.543
178.5	252.857
179.5	269.216
180.5	285.621
181.5	302.072
182.5	318.57
183.5	335.114
184.5	351.703
185.5	368.336
186.5	385.013
187.5	401.731
188.5	418.489
189.5	435.286
190.5	452.12
191.5	468.99
192.5	485.894
193.5	502.83
194.5	519.798
195.5	536.795
196.5	553.822
197.5	570.876
198.5	587.956
199.5	605.062
200.5	622.192
201.5	639.347
202.5	656.524
203.5	673.724
204.5	690.946
205.5	708.189
206.5	725.453
207.5	742.737
208.5	760.041
209.5	777.365
210.5	794.708
211.5	812.069
212.5	829.45
213.5	846.848
214.5	864.265
215.5	881.699
216.5	899.151
217.5	916.621
218.5	934.107
219.5	951.611
220.5	969.131
221.5	986.668
222.5	1004.22
223.5	1021.79
224.5	1039.38
225.5	1056.98
226.5	1074.6
227.5	1092.23
228.5	1109.88
229.5	1127.54
230.5	1145.22
231.5	1162.92
232.5	1180.63
233.5	1198.35
234.5	1216.09
235.5	1233.84
236.5	1251.61
237.5	1269.39
238.5	1287.19
239.5	1305
240.5	1322.82
241.5	1340.66
242.5	1358.51
243.5	1376.37
244.5	1394.25
245.5	1412.14
246.5	1430.04
247.5	1447.96
248.5	1465.88
249.5	1483.82
250.5	1501.78
251.5	1519.74
252.5	1537.72
253.5	1555.7
254.5	1573.7
255.5	1591.72
256.5	1609.74
257.5	1627.77
258.5	1645.82
259.5	1663.87
260.5	1681.94
261.5	1700.02
262.5	1718.11
263.5	1736.2
264.5	1754.31
265.5	1772.43
266.5	1790.56
267.5	1808.7
268.5	1826.84
269.5	1845
270.5	1863.17
271.5	1881.34
272.5	1899.53
273.5	1917.72
274.5	1935.92
275.5	1954.14
276.5	1972.35
277.5	1990.58
278.5	2008.82
279.5	2027.06
280.5	2045.31
281.5	2063.57
282.5	2081.84
283.5	2100.12
284.5	2118.4
285.5	2136.69
286.5	2154.98
287.5	2173.29
288.5	2191.6
289.5	2209.91
290.5	2228.24
291.5	2246.56
292.5	2264.9
293.5	2283.24
294.5	2301.59
295.5	2319.94
296.5	2338.3
297.5	2356.67
298.5	2375.03
299.5	2393.41
300.5	2411.79
301.5	2430.17
302.5	2448.56
303.5	2466.96
304.5	2485.36
305.5	2503.76
306.5	2522.17
307.5	2540.58
308.5	2559
309.5	2577.42
310.5	2595.84
311.5	2614.27
312.5	2632.7
313.5	2651.13
314.5	2669.57
315.5	2688.01
316.5	2706.45
317.5	2724.9
318.5	2743.35
319.5	2761.8
320.5	2780.25
321.5	2798.71
322.5	2817.17
323.5	2835.63
324.5	2854.09
325.5	2872.55
326.5	2891.02
327.5	2909.49
328.5	2927.96
329.5	2946.43
330.5	2964.9
331.5	2983.37
332.5	3001.84
333.5	3020.32
334.5	3038.79
335.5	3057.27
336.5	3075.74
337.5	3094.22
338.5	3112.7
339.5	3131.17
340.5	3149.65
341.5	3168.13
342.5	3186.6
343.5	3205.08
344.5	3223.55
345.5	3242.03
346.5	3260.5
347.5	3278.98
348.5	3297.45
349.5	3315.92
350.5	3334.39
351.5	3352.86
352.5	3371.33
353.5	3389.79
354.5	3408.26
355.5	3426.72
356.5	3445.18
357.5	3463.64
358.5	3482.1
359.5	3500.56
360.5	3519.01
361.5	3537.46
362.5	3555.91
363.5	3574.35
364.5	3592.8
365.5	3611.24
366.5	3629.68
367.5	3648.11
368.5	3666.54
369.5	3684.97
370.5	3703.4
371.5	3721.82
372.5	3740.24
373.5	3758.65
374.5	3777.07
375.5	3795.47
376.5	3813.88
377.5	3832.28
378.5	3850.68
379.5	3869.07
380.5	3887.46
381.5	3905.84
382.5	3924.22
383.5	3942.6
384.5	3960.97
385.5	3979.33
386.5	3997.7
387.5	4016.05
388.5	4034.4
389.5	4052.75
390.5	4071.09
391.5	4089.43
392.5	4107.76
393.5	4126.09
394.5	4144.41
395.5	4162.73
396.5	4181.04
397.5	4199.34
398.5	4217.64
399.5	4235.94
400.5	4254.23
401.5	4272.51
402.5	4290.78
403.5	4309.05
404.5	4327.32
405.5	4345.58
406.5	4363.83
407.5	4382.07
408.5	4400.31
409.5	4418.54
410.5	4436.77
411.5	4454.99
412.5	4473.2
413.5	4491.41
414.5	4509.61
415.5	4527.8
416.5	4545.99
417.5	4564.16
418.5	4582.34
419.5	4600.5
420.5	4618.66
421.5	4636.81
422.5	4654.95
423.5	4673.09
424.5	4691.21
425.5	4709.33
426.5	4727.45
427.5	4745.55
428.5	4763.65
429.5	4781.74
430.5	4799.82
431.5	4817.9
432.5	4835.96
433.5	4854.02
434.5	4872.07
435.5	4890.11
436.5	4908.15
437.5	4926.17
438.5	4944.19
439.5	4962.2
440.5	4980.2
441.5	4998.19
