Inclusion data :
Temperature of total homogenization : 288.3 C
Pressure of total homogenization    : 68.6926 bar
Salinity                            : 9.85552 wt.% NaCl eq.
Density                             : 0.837986 g/ccm

Isochore data :
T [C]	P[bar]
288.3	68.6926
289.3	81.1983
290.3	93.6488
291.3	106.059
292.3	118.441
293.3	130.8
294.3	143.142
295.3	155.472
296.3	167.793
297.3	180.107
298.3	192.418
299.3	204.725
300.3	217.031
301.3	229.337
302.3	241.644
303.3	253.953
304.3	266.265
305.3	278.58
306.3	290.898
307.3	303.221
308.3	315.548
309.3	327.88
310.3	340.217
311.3	352.56
312.3	364.908
313.3	377.263
314.3	389.623
315.3	401.989
316.3	414.362
317.3	426.741
318.3	439.127
319.3	451.519
320.3	463.918
321.3	476.323
322.3	488.735
323.3	501.154
324.3	513.58
325.3	526.013
326.3	538.452
327.3	550.899
328.3	563.352
329.3	575.812
330.3	588.279
331.3	600.754
332.3	613.234
333.3	625.722
334.3	638.217
335.3	650.719
336.3	663.227
337.3	675.743
338.3	688.265
339.3	700.794
340.3	713.33
341.3	725.872
342.3	738.422
343.3	750.978
344.3	763.541
345.3	776.11
346.3	788.686
347.3	801.269
348.3	813.858
349.3	826.454
350.3	839.056
351.3	851.665
352.3	864.28
353.3	876.902
354.3	889.53
355.3	902.165
356.3	914.805
357.3	927.452
358.3	940.105
359.3	952.765
360.3	965.43
361.3	978.102
362.3	990.779
363.3	1003.46
364.3	1016.15
365.3	1028.85
366.3	1041.55
367.3	1054.26
368.3	1066.97
369.3	1079.69
370.3	1092.41
371.3	1105.14
372.3	1117.88
373.3	1130.62
374.3	1143.37
375.3	1156.12
376.3	1168.88
377.3	1181.64
378.3	1194.41
379.3	1207.19
380.3	1219.97
381.3	1232.75
382.3	1245.54
383.3	1258.33
384.3	1271.13
385.3	1283.94
386.3	1296.75
387.3	1309.56
388.3	1322.38
389.3	1335.21
390.3	1348.04
391.3	1360.87
392.3	1373.71
393.3	1386.56
394.3	1399.41
395.3	1412.26
396.3	1425.12
397.3	1437.98
398.3	1450.84
399.3	1463.71
400.3	1476.59
401.3	1489.47
402.3	1502.35
403.3	1515.24
404.3	1528.13
405.3	1541.03
406.3	1553.93
407.3	1566.83
408.3	1579.74
409.3	1592.65
410.3	1605.57
411.3	1618.49
412.3	1631.41
413.3	1644.34
414.3	1657.27
415.3	1670.2
416.3	1683.14
417.3	1696.08
418.3	1709.03
419.3	1721.98
420.3	1734.93
421.3	1747.88
422.3	1760.84
423.3	1773.8
424.3	1786.77
425.3	1799.74
426.3	1812.71
427.3	1825.68
428.3	1838.66
429.3	1851.64
430.3	1864.62
431.3	1877.61
432.3	1890.59
433.3	1903.58
434.3	1916.58
435.3	1929.57
436.3	1942.57
437.3	1955.57
438.3	1968.58
439.3	1981.58
440.3	1994.59
441.3	2007.6
442.3	2020.62
443.3	2033.63
444.3	2046.65
445.3	2059.67
446.3	2072.69
447.3	2085.71
448.3	2098.74
449.3	2111.77
450.3	2124.8
451.3	2137.83
452.3	2150.86
453.3	2163.9
454.3	2176.93
455.3	2189.97
456.3	2203.01
457.3	2216.05
458.3	2229.09
459.3	2242.14
