Inclusion data :
Temperature of total homogenization : 185 C
Pressure of total homogenization    : 10.6915 bar
Salinity                            : 7.16571 wt.% NaCl eq.
Density                             : 0.936826 g/ccm

Isochore data :
T [C]	P[bar]
185	10.6915
186	28.5155
187	45.2907
188	61.7631
189	78.0828
190	94.3121
191	110.484
192	126.62
193	142.734
194	158.837
195	174.936
196	191.039
197	207.149
198	223.271
199	239.408
200	255.562
201	271.737
202	287.932
203	304.15
204	320.391
205	336.655
206	352.943
207	369.255
208	385.591
209	401.95
210	418.331
211	434.736
212	451.162
213	467.609
214	484.078
215	500.566
216	517.075
217	533.602
218	550.149
219	566.713
220	583.295
221	599.894
222	616.51
223	633.142
224	649.79
225	666.454
226	683.133
227	699.827
228	716.536
229	733.26
230	749.998
231	766.749
232	783.515
233	800.295
234	817.088
235	833.894
236	850.714
237	867.546
238	884.392
239	901.25
240	918.121
241	935.005
242	951.9
243	968.808
244	985.729
245	1002.66
246	1019.6
247	1036.56
248	1053.53
249	1070.51
250	1087.5
251	1104.5
252	1121.51
253	1138.54
254	1155.57
255	1172.62
256	1189.67
257	1206.74
258	1223.82
259	1240.9
260	1258
261	1275.11
262	1292.23
263	1309.36
264	1326.49
265	1343.64
266	1360.8
267	1377.96
268	1395.14
269	1412.32
270	1429.52
271	1446.72
272	1463.93
273	1481.15
274	1498.38
275	1515.62
276	1532.86
277	1550.12
278	1567.38
279	1584.65
280	1601.92
281	1619.21
282	1636.5
283	1653.8
284	1671.11
285	1688.42
286	1705.75
287	1723.08
288	1740.41
289	1757.75
290	1775.1
291	1792.46
292	1809.82
293	1827.19
294	1844.57
295	1861.95
296	1879.33
297	1896.73
298	1914.12
299	1931.53
300	1948.94
301	1966.35
302	1983.77
303	2001.2
304	2018.63
305	2036.06
306	2053.5
307	2070.95
308	2088.4
309	2105.85
310	2123.31
311	2140.77
312	2158.24
313	2175.71
314	2193.18
315	2210.66
316	2228.14
317	2245.62
318	2263.11
319	2280.6
320	2298.1
321	2315.6
322	2333.1
323	2350.6
324	2368.11
325	2385.62
326	2403.13
327	2420.64
328	2438.16
329	2455.67
330	2473.19
331	2490.72
332	2508.24
333	2525.77
334	2543.29
335	2560.82
336	2578.35
337	2595.88
338	2613.42
339	2630.95
340	2648.49
341	2666.02
342	2683.56
343	2701.1
344	2718.63
345	2736.17
346	2753.71
347	2771.25
348	2788.79
349	2806.33
350	2823.87
351	2841.4
352	2858.94
353	2876.48
354	2894.02
355	2911.56
356	2929.09
357	2946.63
358	2964.16
359	2981.7
360	2999.23
361	3016.76
362	3034.29
363	3051.82
364	3069.35
365	3086.88
366	3104.4
367	3121.92
368	3139.45
369	3156.97
370	3174.48
371	3192
372	3209.51
373	3227.02
374	3244.53
375	3262.04
376	3279.54
377	3297.04
378	3314.54
379	3332.04
380	3349.53
381	3367.02
382	3384.51
383	3401.99
384	3419.47
385	3436.95
386	3454.42
387	3471.89
388	3489.36
389	3506.82
390	3524.28
391	3541.74
392	3559.19
393	3576.64
394	3594.08
395	3611.52
396	3628.96
397	3646.39
398	3663.82
399	3681.24
400	3698.66
401	3716.07
402	3733.48
403	3750.89
404	3768.29
405	3785.68
406	3803.07
407	3820.46
408	3837.84
409	3855.21
410	3872.58
411	3889.95
412	3907.31
413	3924.66
414	3942.01
415	3959.35
416	3976.69
417	3994.02
418	4011.35
419	4028.67
420	4045.98
421	4063.29
422	4080.59
423	4097.89
424	4115.18
425	4132.46
426	4149.74
427	4167.01
428	4184.28
429	4201.54
430	4218.79
431	4236.04
432	4253.28
433	4270.51
434	4287.74
435	4304.96
436	4322.17
437	4339.38
438	4356.58
439	4373.77
440	4390.95
441	4408.13
442	4425.3
443	4442.47
444	4459.63
445	4476.77
446	4493.92
447	4511.05
448	4528.18
449	4545.3
450	4562.41
451	4579.52
452	4596.62
453	4613.71
454	4630.79
455	4647.86
456	4664.93
457	4681.99
458	4699.04
459	4716.08
460	4733.12
461	4750.14
462	4767.16
463	4784.17
464	4801.18
465	4818.17
466	4835.16
467	4852.14
468	4869.11
469	4886.07
470	4903.02
471	4919.97
472	4936.9
473	4953.83
474	4970.75
475	4987.66
